candidate,arch_0,arch_1,arch_2
"PADILLA, ROBIN (PDPLBN) [1]",1.3648602792913647,-0.43256056807318866,0.5335830416227768
"LEGARDA, LOREN (NPC) [2]",1.0825819972865331,0.43324164666831166,-0.15731670744758752
"TULFO, IDOL RAFFY (IND) [3]",0.7162689468139505,0.5338221551151124,0.03839787983814389
"GATCHALIAN, WIN (NPC) [4]",1.159516891225114,0.28091632579421527,-0.2665543793711279
"ESCUDERO, CHIZ (NPC) [5]",0.47887143362194245,0.9017280850335819,-0.2595693832490853
"VILLAR, MARK (NP) [6]",1.1619233962310547,0.04584039382431407,-0.10874538590474725
"CAYETANO, ALAN PETER (IND) [7]",0.8869034137751125,0.2739999764417352,-0.08333989349432785
"ZUBIRI, MIGZ (IND) [8]",0.9835901741398796,0.07262098823891011,-0.007412805746817701
"VILLANUEVA,JOEL TESDAMAN (IND) [9]",0.6967627903362995,0.5871461755938239,-0.24254258960102162
"EJERCITO, JV ESTRADA (NPC) [10]",0.9239990602647908,0.045669057455829776,-0.06938155482042135
"HONTIVEROS, RISA (AKBAYAN) [11]",-0.07603234798485917,1.105034631112104,-0.1909674126105351
"ESTRADA, JINGGOY (PMP) [12]",0.9869877722238922,-0.21782279237168048,0.08525996455687243
"BINAY, JOJO (UNA) [13]",0.5368870377007657,0.16334836705182826,0.04575780056993919
"BAUTISTA, HERBERT BISTEK (NPC) [14]",0.8119337206004726,0.0845495406581758,-0.15545991169829507
"TEODORO, GIBO (PRP) [15]",0.9330377257794267,-0.044066179731404746,-0.1625035187067407
"ELEAZAR, GEN. GUILLERMO (PDR) [16]",0.5590980443541492,0.3672571968743752,-0.2769725054500311
"ROQUE, HARRY SPOX (PRP) [17]",0.9209064380208047,-0.1971669887887601,-0.08625299119088353
"HONASAN, GRINGO (IND) [18]",0.4474332193295885,0.2257601389772595,-0.08107394554986742
"DIOKNO, CHEL (KANP) [19]",-0.19333553594294434,1.0141448935112927,-0.28195121515451604
"GADON, LARRY (KBL) [20]",0.652605597685869,0.0633284811299823,-0.1740477419183524
"TRILLANES, ANTONIO IV (LP) [21]",-0.3136592650490767,0.8587568747390175,-0.0873587433874953
"GORDON, WOW DICK (BVNP) [22]",-0.08675699123982267,0.605584548097428,-0.06798940999755679
"DE LIMA, LEILA (LP) [23]",-0.39705966176474283,0.8820842768402595,-0.10351526483435532
"COLMENARES, NERI (MKBYN) [24]",-0.14619259091000544,0.6490047184171547,-0.1746319928912707
"LACSON, KUYA ALEX (KP) [25]",-0.11410225645493459,0.4718317846026274,-0.06644326288430709
"PANELO, SAL PANALO (PDPLBN) [26]",0.45050073664888457,-0.11191349154032207,-0.0660940257735011
"MARCOS, FRANCIS LEO (IND) [27]",0.25793607387314554,0.027852709856304253,-0.03284963944680374
"BAGUILAT, TEDDY (LP) [28]",-0.16151823684587593,0.49221233897285527,-0.10169802632150712
"DEL ROSARIO, MONSOUR (PDR) [29]",0.06719523990732587,0.09840972235147775,0.040536482595087256
"BALITA, CARL (AKSYON) [30]",0.04551974039122698,0.16618692358578294,-0.007685458420014306
"PADILLA, DRA. MINGUITA (PDR) [31]",0.13481722452359318,0.05049694798506755,0.009391165576384246
"PIÑOL, MANNY (NPC) [32]",0.24687776734658257,-0.10818638178988377,0.05613081654498617
"MARCOLETA, RODANTE (PDPLBN) [33]",0.2564834358999824,-0.02531926351404515,-0.035423176256644325
"PIMENTEL, ASTRA (PDPLBN) [34]",0.1229434692890947,-0.004787832356189129,0.04440561438812859
