candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"VILLAR, CYNTHIA (NP) [1]",0.16497766920067547,1.3174390167254393,-0.8806144816785327,1.2463595929869697,0.8988335608639946
"POE, GRACE (IND) [2]",-0.7032542497560291,0.8686958326697443,-0.15265383969069557,0.7140106374093748,1.4650535933358262
"GO, BONG GO (PDPLBN) [3]",1.4230770218207494,1.320258005636713,-1.4384160052579817,1.2240983195168607,-0.025309610518709964
"CAYETANO, PIA (NP) [4]",0.21363800341982153,1.1793211271879038,-1.1239454654073426,1.0412082636979691,0.8729030359201372
"DELA ROSA, BATO (PDPLBN) [5]",1.3361684403482605,1.368382681146137,-1.5699693792882825,1.1797977218361428,0.011029281172468524
"ANGARA, EDGARDO SONNY (LDP) [6]",0.22930179116955823,0.9981234123309025,-1.0530283572028005,0.9381186959765357,0.9160181802830177
"LAPID, LITO (NPC) [7]",-0.5606064274183783,0.6974208982531142,0.05721699584422237,1.0350028148421293,0.45805371585866167
"MARCOS, IMEE (NP) [8]",-0.31403157039471125,2.2293162089061354,-0.2617094541806165,0.6056720707351176,-0.677671599501765
"TOLENTINO, FRANCIS (PDPLBN) [9]",0.8189206611204933,1.0579138461153155,-1.3031431187010825,0.8947298912052929,0.3948207799253417
"BONG REVILLA, RAMON JR (LAKAS) [10]",0.046376231019537736,0.6423452084544731,-0.014405167308409928,1.2811599564480516,-0.3704365019793071
"PIMENTEL, KOKO (PDPLBN) [11]",0.7872463670554918,0.7307147674290034,-1.0670934014050635,0.7250967616606574,0.5712886424268565
"BINAY, NANCY (UNA) [12]",-0.4944503825377203,0.9136240066089654,-0.06861682466638432,0.8107543706992968,0.28807631318046584
"EJERCITO, ESTRADA JV (NPC) [13]",0.05191333950217263,0.9340499797380653,-0.7296190239845136,0.85423383607449,0.46236428159152254
"AQUINO, BENIGNO BAM (LP) [14]",-0.41752376682631287,-0.3240010878410001,0.057797928004839454,0.1780586460390424,1.9207877003940044
"ESTRADA, JINGGOY (PMP) [15]",-0.1168555355535512,0.7157212550862243,-0.31115326438024704,1.0865582106189475,-0.14650710508175827
"ROXAS, MAR (LP) [16]",-0.28815879906906566,-0.5533028679369469,0.19497297234871905,0.14259693643040047,1.493966041662767
"OSMEÑA, SERGE (IND) [17]",-0.0417680768646935,0.3050760685275104,-0.437592587968807,0.1856623282247346,0.9858176416854678
"ONG, DOC WILLIE (LAKAS) [18]",-0.19690547326341787,0.6418356314309902,-0.42194382382260637,-0.20337872374631527,0.9187139847277837
"MANGUDADATU, DONG (PDPLBN) [19]",1.3025653214980004,0.3618116868954324,-0.920785596932594,0.5433509103604842,-0.20526593939844062
"MANICAD, JIGGY (IND) [20]",-0.20972476701731962,0.6354319538275187,-0.36402573196836646,0.01778368843323872,0.6025080448282479
"DIOKNO, CHEL (LP) [21]",-0.23414446746985848,-0.16603646665170907,-0.02382692997497389,-0.2794610724697296,1.3106088809206837
"ENRILE, JUAN PONCE (PMP) [22]",-0.16803060986839075,0.317179317744572,0.022155468852548103,0.28226094023820186,0.07463435686443576
"ALEJANO, GARY (LP) [23]",-0.15640629532482586,-0.3460330679816524,0.09247068851096632,-0.19017634376864145,1.0554525972182474
"COLMENARES, NERI (MKBYN) [24]",-0.15348976870897105,-0.020870860044135027,-0.03169578550272972,-0.181762446911166,0.8410334526983582
"GUTOC, SAMIRA (LP) [25]",0.1479502524774556,-0.3785044989991671,0.2650118539877043,-0.4949857305169191,0.9024155143451463
"MACALINTAL, MACAROMY (IND) [26]",-0.16216601003342987,-0.15839491311668655,0.030089971360356592,-0.26693832117592403,0.9317051701174658
"TAÑADA,LORENZO ERIN TAPAT (LP) [27]",-0.18078670406841532,-0.23120873939943182,0.06447542730241003,-0.23616955040250898,0.9457564655584106
"GADON, LARRY (KBL) [28]",-0.052784351064960516,0.35868619170270166,-0.20539505517939902,-0.03414210561973979,0.2765538660943126
"AGUILAR, FREDDIE (IND) [29]",0.10495126006203243,0.0698580639408582,-0.01528348463355095,0.16884205324356047,-0.03632260548055993
"CHONG, GLENN (KDP) [30]",0.06506297599669314,0.2486217403017448,-0.11611402398200282,-0.037942420856387715,0.09826201993805127
"MANGONDATO, FAISAL (IND) [31]",0.22842516821808834,0.057684986071871565,-0.10374469245478773,0.08996109421491895,-0.01738180059799211
"ESCUDERO, AGNES (IND) [32]",-0.04119664543540143,0.030897583015441262,-0.00451992710140554,0.056370516272439095,0.11291359332359706
