candidate,arch_0,arch_1,arch_2,arch_3
"GO, BONG GO (PDPLBN) [1]",0.19602614815956115,1.6532511050487733,-0.8198943842175127,1.08654810624462
"AQUINO, BAM (KNP) [2]",1.3505100364536986,-0.17025217668308457,-0.2545461010757487,0.4221281311065013
"DELA ROSA, BATO (PDPLBN) [3]",0.15263137740011914,1.8316082691315216,-0.6744196657851829,0.2169159951536997
"TULFO, ERWIN (LAKAS) [4]",0.18102049025420022,-0.22726846722528168,-0.0026132625265864527,1.3772751295365138
"PANGILINAN, KIKO (LP) [5]",0.9682532210340463,-0.2217843322064389,-0.1762763924330422,0.443780952376482
"LACSON, PING (IND) [6]",0.5221768333128559,-0.18636489014374244,-0.3865918444607026,1.273502866728662
"MARCOLETA, RODANTE (IND) [7]",0.27603504446466304,1.2415621884132975,-0.7678416622467473,0.4510667522037766
"SOTTO, TITO (NPC) [8]",0.5395895638948207,-0.22577777877428218,-0.1765758944925951,0.965493434196161
"CAYETANO, PIA (NP) [9]",0.310776994221375,-0.01697752220496478,-0.4323729772335463,1.3699887055472835
"VILLAR, CAMILLE (NP) [10]",-0.15679030449517792,0.43587929827357624,-0.37636949199127906,1.3098407875327545
"LAPID, LITO (NPC) [11]",-0.0750673170466262,-0.150162070170343,0.15371494490930573,1.1071687221472954
"MARCOS, IMEE R. (NP) [12]",-0.08191760109604619,0.17921024086247958,-0.4760891024156351,1.6310456876174655
"TULFO, BEN BITAG (IND) [13]",0.32783580510507976,-0.1518767496936506,0.1607455234568866,0.45799946519624457
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",-0.18145628264457747,-0.09985663250024483,-0.12433044974440867,1.4848175031691175
"BINAY, ABBY (NPC) [15]",0.16530261582999206,-0.168377246007279,-0.16861283074435826,1.1596675982307345
"ABALOS, BENHUR (PFP) [16]",0.1490589952183696,-0.21947430728086406,-0.3516547769456265,1.4826212462859076
"BONDOC, JIMMY (PDPLBN) [17]",0.1261435778271708,1.3679261228970745,-0.5052250868973869,-0.23227607093661398
"PACQUIAO, MANNY PACMAN (PFP) [18]",0.09198620898090343,-0.01987911239333702,0.15637673405133837,0.4956822699918537
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",-0.07622925590159069,1.2111675262854984,-0.25900358696412046,-0.1594841982586431
"BOSITA, COLONEL (IND) [20]",0.7063556655654756,-0.05524866995965537,-0.17822034383850752,0.14772517630426243
"MENDOZA, HEIDI (IND) [21]",0.9352197187140987,-0.10819386829430973,-0.20466552619145661,-0.12901044071195908
"REVILLAME, WILLIE WIL (IND) [22]",0.049589088479096016,0.10192660429229973,0.1679941759527766,0.24522197963965986
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.17681575967446456,1.008645206344483,-0.47135310161959737,-0.09128510943571634
"LAMBINO, RAUL (PDPLBN) [24]",0.06370356086448625,1.1630836937520324,-0.4280460346370173,-0.19393772462422645
"TOLENTINO, FRANCIS TOL (PFP) [25]",0.10341135700694888,-0.02698220762742481,-0.4146068179702148,1.104411445616904
"ONG, DOC WILLIE (AKSYON) [26]",0.47682437286449075,0.06578762458844369,-0.16446745509951527,0.09937140220494735
"HINLO, JAYVEE (PDPLBN) [27]",0.047346927038567334,1.1167999001419135,-0.39029853675665094,-0.24088606590415282
"HONASAN, GRINGO (RP) [28]",0.3292921111711089,0.24927339018790445,-0.2442277844439959,0.14277961692576605
"ESPIRITU, LUKE (PLM) [29]",0.7105615017997978,-0.08254124385372613,-0.16047772437820662,-0.10602049649853525
"MATA, DOC MARITES (IND) [30]",0.11956155765184459,0.8116873771640917,-0.3233226441165524,-0.20313177012196315
"QUIBOLOY, APOLLO (IND) [31]",-0.004651583111150725,0.8866061476443822,-0.3059112164385381,-0.15745976889522695
"CASIÑO, TEDDY (MKBYN) [32]",0.5566591210526819,-0.04801498252880553,-0.16432132536735464,-0.08075399827175868
"BROSAS, ARLENE (MKBYN) [33]",0.5093291155540552,-0.04752154635872929,-0.14080902230736822,-0.07674823145283574
"DE GUZMAN, KA LEODY (PLM) [34]",0.4550165726679243,-0.03967863073779137,-0.11260485438412142,-0.07093629180453236
"RAMOS, DANILO (MKBYN) [35]",0.4323054338946609,-0.0348356707917533,-0.10977465601755006,-0.05500719637090613
"MAZA, LIZA (MKBYN) [36]",0.4563728380840435,-0.042386077546883165,-0.1233766190046035,-0.07044975178790319
"QUERUBIN, ARIEL PORFIRIO (NP) [37]",0.2064373572018471,0.18289229177636496,-0.16769795982362226,0.061590572073507904
"MATULA, ATTY. SONNY (WPP) [38]",0.440339655954205,-0.021915342820482936,-0.12434923246070442,-0.07688433117023695
"ARAMBULO, RONNEL (MKBYN) [39]",0.42029312709281436,-0.04161841861839538,-0.10682689521586687,-0.05461829321249681
"CASTRO, TEACHER FRANCE (MKBYN) [40]",0.3951441893676678,-0.03748619557837492,-0.09172084560087321,-0.05916359371479597
"DE ALBAN,ATTORNEY ANGELO (IND) [41]",0.23762240577747018,0.00769943112107419,-0.07612472678355184,-0.015480404485577512
"BALLON, ROBERTO (IND) [42]",0.2207233494162198,-0.00913463610408648,-0.04797712567120157,-0.026699329161080435
