candidate,arch_0,arch_1,arch_2
"GO, BONG GO (PDPLBN) [1]",1.6019614267017528,0.159900434236146,-0.25970856206062953
"AQUINO, BAM (KNP) [2]",-0.1379850006834944,1.3261049345503924,-0.173841939172788
"DELA ROSA, BATO (PDPLBN) [3]",1.7533587726190327,-0.1778444695399382,-0.36063147725943684
"TULFO, ERWIN (LAKAS) [4]",-0.18371966476588925,0.6264880320944519,0.3269908413020055
"PANGILINAN, KIKO (LP) [5]",-0.19104493870044256,1.01412694416494,-0.08928026016234943
"LACSON, PING (IND) [6]",-0.14566186524261648,0.8725008084733622,-0.006089996937850748
"MARCOLETA, RODANTE (IND) [7]",1.1951694817369851,0.11530383029248568,-0.410286705545641
"SOTTO, TITO (NPC) [8]",-0.18847173835103398,0.8051660270123376,0.06956988307702425
"CAYETANO, PIA (NP) [9]",0.015476817897953788,0.6849638070443007,0.006166891639185212
"VILLAR, CAMILLE (NP) [10]",0.4417112061706049,0.17399473490987272,0.08558102417892545
"LAPID, LITO (NPC) [11]",-0.11814815500857297,0.31005052001176614,0.39487776479377146
"MARCOS, IMEE R. (NP) [12]",0.20369332370640655,0.386175503132161,0.07445487167577353
"TULFO, BEN BITAG (IND) [13]",-0.1293586468960666,0.45866514702402106,0.2097319321684221
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",-0.06501580463780847,0.31817855914006427,0.2919339158563135
"BINAY, ABBY (NPC) [15]",-0.13387379773333513,0.530220944453387,0.15090685559742006
"ABALOS, BENHUR (PFP) [16]",-0.1770621196491496,0.6216529984644983,0.09433682270977467
"BONDOC, JIMMY (PDPLBN) [17]",1.3006521153050372,-0.24406146570667236,-0.37204831848572284
"PACQUIAO, MANNY PACMAN (PFP) [18]",-0.005302518053575377,0.24016626001959693,0.23748061870186274
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",1.1517540648684825,-0.3599783680087056,-0.16492850591343822
"BOSITA, COLONEL (IND) [20]",-0.04186713791959191,0.6633194871539223,-0.14161102740492573
"MENDOZA, HEIDI (IND) [21]",-0.09609126405658,0.7856756772714053,-0.2489097924737744
"REVILLAME, WILLIE WIL (IND) [22]",0.10504720831175408,0.10243704444995344,0.19131136934854223
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.9611444865123653,-0.0850920571235681,-0.3331011147374764
"LAMBINO, RAUL (PDPLBN) [24]",1.1054197919126634,-0.2440519211134492,-0.31165361317065055
"TOLENTINO, FRANCIS TOL (PFP) [25]",-0.0026495783176343755,0.42599604290817433,-0.036436127706285425
"ONG, DOC WILLIE (AKSYON) [26]",0.06997157358682497,0.42631125645180945,-0.12323914047305515
"HINLO, JAYVEE (PDPLBN) [27]",1.0601746288501899,-0.2626863066066498,-0.2968512265054544
"HONASAN, GRINGO (RP) [28]",0.24393193153990353,0.2740600115997718,-0.15314748524710362
"ESPIRITU, LUKE (PLM) [29]",-0.07355312344190162,0.5944210244426745,-0.19491603719140016
"MATA, DOC MARITES (IND) [30]",0.770666054849883,-0.12685445945418103,-0.2578255978729421
"QUIBOLOY, APOLLO (IND) [31]",0.8419125669163074,-0.23456013299105422,-0.22152113430906392
"CASIÑO, TEDDY (MKBYN) [32]",-0.04195434024088737,0.46219930156643246,-0.18017712366687788
"BROSAS, ARLENE (MKBYN) [33]",-0.04180887497562808,0.4229486111064275,-0.15862333482865185
"DE GUZMAN, KA LEODY (PLM) [34]",-0.0346446886796335,0.37687672684545936,-0.13226678955566987
"RAMOS, DANILO (MKBYN) [35]",-0.029917847896341002,0.3612605315710642,-0.1244358958193837
"MAZA, LIZA (MKBYN) [36]",-0.037291822964607355,0.37848156944231176,-0.14045483387408728
"QUERUBIN, ARIEL PORFIRIO (NP) [37]",0.17763237257217981,0.15760399065432903,-0.11265553013040712
"MATULA, ATTY. SONNY (WPP) [38]",-0.01807182570579772,0.35856855688163686,-0.14075302728376443
"ARAMBULO, RONNEL (MKBYN) [39]",-0.03652651160002427,0.3523959402625039,-0.12176654710262026
"CASTRO, TEACHER FRANCE (MKBYN) [40]",-0.032878789096982365,0.32877808447790363,-0.10985002713372685
"DE ALBAN,ATTORNEY ANGELO (IND) [41]",0.009443438746684608,0.19746485469568392,-0.07501661977467128
"BALLON, ROBERTO (IND) [42]",-0.00690445772498339,0.18336118066164406,-0.05665350610117025
