candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"VILLANUEVA, JOEL TESDAMAN (LP) [1]",0.5423915421457208,0.5194118565795408,0.5026027974820054,0.2760834316424368,0.40993529795449907
"DRILON, FRANK (LP) [2]",0.501441910318268,1.083978341836702,0.4311325293755238,0.3892329542014984,1.0689081524118946
"SOTTO, VICENTE (NPC) [3]",0.7283929476019055,0.6786256628961381,0.6831670055409742,0.38870695881927814,0.44156962756028034
"GORDON, DICK (IND) [4]",0.7220567247150054,0.50674728965886,0.4650689094769397,0.3513746581281767,0.42013108383579073
"LACSON, PANFILO PING (IND) [5]",0.6485342724642159,0.5677456859653678,0.5004660339616461,0.3389722163005402,0.5059579027081387
"HONTIVEROS, RISA (AKBYN) [6]",0.5336671875875836,0.6349689946221392,0.3907947409255865,0.2924469491090595,0.6288869023546779
"PANGILINAN, KIKO (LP) [7]",0.4912063795244196,0.9643165463850044,0.4745702530813991,0.410658222181151,0.8614655303682507
"ZUBIRI, MIGZ (IND) [8]",0.3805533782450125,0.4395212679511891,0.3099089447551015,0.5901570736763051,0.8184572861028391
"GATCHALIAN, WIN (NPC) [9]",0.5091103076168239,0.457158324207074,0.3669706554818516,0.3138601559485629,0.35533628827351327
"PACQUIAO, MANNY (UNA) [10]",0.5868049946646519,0.5433843103195106,0.31616239511739164,0.6499234839125247,1.0847755722598071
"RECTO, RALPH (LP) [11]",0.45055152867548287,0.753201292761797,0.408091732222193,0.3381068113583954,0.6360972932752104
"DE LIMA, LEILA (LP) [12]",0.5145826514526426,1.0333293641713812,0.4038771287428016,0.4407505801126657,0.8497132591451482
"TOLENTINO, FRANCIS (IND) [13]",0.40019297635017204,0.37560143888128594,0.26045518578934657,0.5241921387347246,0.5254207585162726
"OSMEÑA, SERGIO III (IND) [14]",0.5055668206855851,0.6301482594807185,0.33735131554401887,0.42122830928633953,0.8043223035452663
"ROMUALDEZ, MARTIN (LAKAS) [15]",0.6833773200365236,0.8642678860655996,0.2960084798565819,0.8788794335816056,0.6026855634331093
"DOMAGOSO, ISKO MORENO (PMP) [16]",0.39784535362085477,0.35989386411357405,0.3187007265154687,0.19254396074604765,0.3176525274364402
"GUINGONA, TG (LP) [17]",0.39915736882044645,0.7486657116336343,0.26988060232365896,0.288741977102653,0.7606066495713306
"COLMENARES, NERI (MKBYN) [18]",0.33872476713909605,0.35184439448086485,0.19548868751810436,0.20855581644032442,0.3034626394674443
"LAPID, MARK (AKSYON) [19]",0.35130021328811134,0.452176572024668,0.3572122985545986,0.29404689206895857,0.46575982216890743
"PETILLA, CARLOS JERICHO (LP) [20]",0.45955994666800615,0.33938040510050765,0.28391381144017847,0.3497848023709184,0.8022656174242273
