candidate,arch_0,arch_1,arch_2,arch_3
"VILLAR, CYNTHIA (NP) [1]",0.8576407324844098,1.3736633522665078,0.6146495037939809,-0.6389754544239266
"POE, GRACE (IND) [2]",0.011168736507267615,1.069718990614603,1.3251586230056955,-0.61096435898036
"GO, BONG GO (PDPLBN) [3]",1.8702465879380734,0.89158321434598,-0.4131943391280341,-0.34157394571107574
"CAYETANO, PIA (NP) [4]",0.9613288942791034,1.0583651976080224,0.5329664071078858,-0.7753975764756044
"DELA ROSA, BATO (PDPLBN) [5]",1.8875457798184352,0.8753956424461553,-0.3918278051029344,-0.4910127413255059
"ANGARA, EDGARDO SONNY (LDP) [6]",0.900445485413014,0.8815118290377442,0.5666892144722491,-0.6989799070239414
"LAPID, LITO (NPC) [7]",-0.3989989573862937,1.4450675876164212,0.46241624405767817,-0.23827352708789906
"MARCOS, IMEE (NP) [8]",0.7237483783954067,1.7384246560124814,-0.33293119031867874,-0.7225167896500654
"TOLENTINO, FRANCIS (PDPLBN) [9]",1.3998730178515009,0.666725887142387,0.02484117071791525,-0.567794571301159
"BONG REVILLA, RAMON JR (LAKAS) [10]",-0.1952732625616564,1.5303196670528256,-0.3401633921564725,0.12048050070540665
"PIMENTEL, KOKO (PDPLBN) [11]",1.2263521323221505,0.39129389268423476,0.19688950847221115,-0.3920380325735616
"BINAY, NANCY (UNA) [12]",-0.12605748080276638,1.3057130311033853,0.33521444474421885,-0.37450556454294875
"EJERCITO, ESTRADA JV (NPC) [13]",0.5518343322318077,0.9815418094110968,0.27601602245178936,-0.5465900187271966
"AQUINO, BENIGNO BAM (LP) [14]",-0.18415646599073798,-0.11019969886850017,1.602467922597837,-0.16921350386120473
"ESTRADA, JINGGOY (PMP) [15]",-0.07619748579113483,1.3523535143778846,-0.1734712551043442,-0.21922754564834107
"ROXAS, MAR (LP) [16]",-0.33444900398285854,-0.20054752752848945,1.2331424777994002,0.05948103063485877
"OSMEÑA, SERGE (IND) [17]",0.42055972183855195,0.08139415298219944,0.75859261073693,-0.40623127292151134
"ONG, DOC WILLIE (LAKAS) [18]",0.6325476051406781,-0.061390943464482685,0.80337950244379,-0.6259834174920562
"MANGUDADATU, DONG (PDPLBN) [19]",1.2967883066389536,0.004603864426668736,-0.5108848125338067,0.05697678999260321
"MANICAD, JIGGY (IND) [20]",0.4349284039651147,0.21269813000651716,0.5330003766878435,-0.530558626772317
"DIOKNO, CHEL (LP) [21]",0.13500226405375815,-0.4619753016134933,1.1166815006794761,-0.22282853480438006
"ENRILE, JUAN PONCE (PMP) [22]",-0.05937137003716769,0.46538916952373954,0.10480681018316826,-0.09687079570844855
"ALEJANO, GARY (LP) [23]",-0.03556535603461519,-0.42423396554205506,0.8877828503368508,-0.03175654303235266
"COLMENARES, NERI (MKBYN) [24]",0.14058022991058544,-0.26296771348044945,0.7254601801397285,-0.17721349536333772
"GUTOC, SAMIRA (LP) [25]",0.24877850063092402,-0.7919144995084713,0.7871380989234738,0.1847656871874808
"MACALINTAL, MACAROMY (IND) [26]",0.09135616254526507,-0.4034548160698477,0.8040549668807919,-0.1289625844487674
"TAÑADA,LORENZO ERIN TAPAT (LP) [27]",0.013163196492125913,-0.39463706560908407,0.8125438291187765,-0.09232664178309571
"GADON, LARRY (KBL) [28]",0.3047179392511925,0.06226056316075402,0.24457346682299147,-0.2724225057031379
"AGUILAR, FREDDIE (IND) [29]",0.056082489350131846,0.15057404706509098,-0.05000258768992042,0.05757136516037239
"CHONG, GLENN (KDP) [30]",0.27450236345922624,0.008804601455359407,0.08752245169408955,-0.11996692447897896
"MANGONDATO, FAISAL (IND) [31]",0.2150883762660808,0.001026689243241765,-0.06168647805849345,0.046453190394624005
"ESCUDERO, AGNES (IND) [32]",-0.012158033390856986,0.06400019270868708,0.09719450974807962,-0.026824338358592256
