candidate,arch_0,arch_1,arch_2
"VILLANUEVA, JOEL TESDAMAN (LP) [1]",0.020118640314302074,1.497570067227396,0.28320564535634474
"DRILON, FRANK (LP) [2]",-0.30531315214075017,1.0554889146085127,1.1652657027559572
"SOTTO, VICENTE (NPC) [3]",0.11766074950400031,1.689078180832907,-0.22587778201426947
"GORDON, DICK (IND) [4]",-0.3285717556470859,1.5210954521535145,0.2847946801055522
"LACSON, PANFILO PING (IND) [5]",-0.3062466346060728,1.5503495430629581,0.2524590615442376
"HONTIVEROS, RISA (AKBYN) [6]",-0.4107297109968681,1.2138183140364907,0.6685099022755522
"PANGILINAN, KIKO (LP) [7]",-0.3103157954408653,1.0745173152718703,0.7976848873950908
"ZUBIRI, MIGZ (IND) [8]",-0.21283080865034915,0.8557788332805133,1.0429365064578684
"GATCHALIAN, WIN (NPC) [9]",-0.07029982723457782,1.2850381185811393,0.18531545473799876
"PACQUIAO, MANNY (UNA) [10]",0.1453335340129527,0.9297417361729076,0.6215749972846382
"RECTO, RALPH (LP) [11]",-0.28142365263103414,1.017672175795221,0.6317564329020439
"DE LIMA, LEILA (LP) [12]",-0.38548454885622063,0.8451550490082522,0.9502815910267369
"TOLENTINO, FRANCIS (IND) [13]",-0.22278619715854006,0.9126147633857697,0.5650476329931441
"OSMEÑA, SERGIO III (IND) [14]",-0.6082505714862403,0.9216339714221911,0.8143889602825775
"ROMUALDEZ, MARTIN (LAKAS) [15]",0.4837110405036265,0.7932731199013634,0.1327464612118937
"DOMAGOSO, ISKO MORENO (PMP) [16]",-0.1740526416176741,0.9812208779950438,0.22355039072484595
"GUINGONA, TG (LP) [17]",-0.3957821837934712,0.5024498447948145,0.9239106843221628
"COLMENARES, NERI (MKBYN) [18]",-0.2863088948443186,0.4021926329080581,0.4970487183671298
"LAPID, MARK (AKSYON) [19]",0.22486733860486183,0.4263835248187612,0.08910466638822763
"PETILLA, CARLOS JERICHO (LP) [20]",0.27818229391351235,-0.020485655183107493,0.7440104912612749
"MANZANO, EDU (IND) [21]",-0.1286545724599069,0.37570386311925147,0.24668253012726776
"ROMULO, ROMAN (IND) [22]",-0.07908885681945288,0.4266647856191095,0.07847159316832401
"OPLE, SUSAN (NP) [23]",-0.052486679258354985,0.2789546149701063,-0.004552594021153127
"LACSAMANA, ALMA MORENO (UNA) [24]",0.008619214474929133,0.1748247451849683,0.060548965817917584
"BELGICA, GRECO (IND) [25]",-0.09211945608992554,0.215643269954818,0.04045405961871129
"ALUNAN, RAFFY (IND) [26]",-0.10843150793566309,0.11537867488610738,0.1803106799576783
"LANGIT, REY (UNA) [27]",-0.017402524058530294,0.20239506157963547,-0.036564049921930096
"GADON, LARRY (KBL) [28]",-0.010177808202390067,0.1331270732887858,0.07417089011432902
"KAPUNAN, ATTY. LORNA (AKSYON) [29]",-0.05761781692666812,0.14788385124920495,0.06730502450662777
"PAGDILAO, SAMUEL (IND) [30]",0.07088889453831547,0.12542873543131494,0.00993093205745846
"SANTIAGO, DIONISIO (IND) [31]",-0.04228512588992202,0.09508659392426726,0.13028456795552631
"NAPEÑAS, GETULIO (UNA) [32]",0.006750653716346947,0.12972586019185692,0.04007596545278999
"CHAVEZ, MEL (WPPPMM) [33]",-0.03125221307112767,0.08559972034337182,0.12316724235301658
"MONTANO, ALLAN (UNA) [34]",0.00627114155006259,0.0541744367176939,0.12021081297384228
"AMBOLODTO, INA (LP) [35]",0.0908643422815191,-0.11247575125038312,0.27682248204603116
"BELLO, WALDEN (IND) [36]",-0.016778474074563048,0.059120882909956506,0.07008367718961556
"PALPARAN, JOVITO JR. (IND) [37]",-0.017316171485893442,0.06444329661304754,0.031174621286369834
"KIRAM, PRINCESS JACEL (UNA) [38]",0.0351826348699176,0.010963455057799186,0.0700778740883122
"CAM, SANDRA (PMP) [39]",-0.022652164985642438,0.04213015040503491,0.06140945557768461
"LIBAN, DANTE (IND) [40]",-0.028655508990776814,0.0696503142347401,0.017983138308662914
"PAEZ, MR. COOP (IND) [41]",-0.029996488046915366,0.002480602047341359,0.12161511902887578
"MAGANTO, ROMEO (LAKAS) [42]",-0.0018164536578279317,0.05403388326316608,0.015923260589272372
"ALBANI, SHARIFF (IND) [43]",0.028718692744818308,-0.007624575393369122,0.09482416141166534
"MONTAÑO, MON (IND) [44]",-0.00827619721906218,0.020512163626676298,0.07111833358215312
"ARQUIZA, GODOFREDO (IND) [45]",-0.014194913649020457,0.02298263386138675,0.0645245427199279
"ALI, ALDIN (WPPPMM) [46]",0.04493907342439673,-0.015009471409459694,0.07421942633930492
"BALIGOD, LEVITO (IND) [47]",0.005711412297506613,0.016428661237081525,0.05256378487955354
"VALEROSO, DIOSDADO (IND) [48]",-0.0026590433367446147,0.022118295909715428,0.03689813800589294
"DORONA, RAY (IND) [49]",-0.0023084984619092972,0.007474604827605706,0.05249410835559848
"KABALU, EID (IND) [50]",0.020028934977726696,-0.004789410593294053,0.03539399006711581
