candidate,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
"GO, BONG GO (PDPLBN) [1]",0.43490325014049314,0.6254114999093364,0.5871483216504187,0.31549555087368747,0.5744569505088727,0.38210697898775253
"AQUINO, BAM (KNP) [2]",0.16819145943681912,0.20202540665101631,0.2536725810677535,0.09970886068175201,0.2260149118723505,0.3460900825297712
"DELA ROSA, BATO (PDPLBN) [3]",0.44503222974511664,1.007308563123544,0.5506469492429827,0.32430300020971026,0.8382594955500057,0.2954896779725598
"TULFO, ERWIN (LAKAS) [4]",0.40613746073049306,0.7524946192352491,0.25112602788439686,0.3524158449571883,0.5244316314827243,0.14089109155271465
"PANGILINAN, KIKO (LP) [5]",0.18974939037512173,0.4417369175814463,0.21104286480144857,0.12237442361814387,0.34566332444552883,0.19081582441645378
"LACSON, PING (IND) [6]",0.2752458683643746,0.4944679628397598,0.22792607603250498,0.10615617389164152,0.6983490643578069,0.15703777431908703
"MARCOLETA, RODANTE (IND) [7]",0.563513121081414,0.8462813827713184,0.6053907406564007,0.3653201798282658,0.578430390536053,0.2641819236657788
"SOTTO, TITO (NPC) [8]",0.2718382710362011,0.42468332377626766,0.19645949840669727,0.2454902148607796,0.4161138060628954,0.21217693304091773
"CAYETANO, PIA (NP) [9]",0.2783515033584139,0.4078775025016949,0.24512603613465078,0.09993204551811041,0.6634077450804072,0.16089851324289622
"VILLAR, CAMILLE (NP) [10]",0.25168345723322716,0.21557002642333062,0.31093314386810983,0.1064502368377847,0.5838590310366164,0.2738313377080685
"LAPID, LITO (NPC) [11]",0.5299448539817498,0.8216894476892821,0.3496737377768686,0.39252197140843526,0.42156813228005263,0.15140411995600905
"MARCOS, IMEE R. (NP) [12]",0.8621203769307664,0.2467592740479821,0.574563758208634,0.30152064894854247,1.1926856586053993,0.31247785509971443
"TULFO, BEN BITAG (IND) [13]",0.4260048727235978,0.3708249410633692,0.2895911016709883,0.33352915648581066,0.4936858682604105,0.2067894867396665
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",0.297551379877867,0.5078120255995523,0.18307340569558322,0.16991703837136596,0.6731584937453211,0.1606852160584586
"BINAY, ABBY (NPC) [15]",0.19995775664766433,0.5876727138576554,0.23102816354538075,0.12270014034270199,0.6744425277833934,0.14266089653242758
"ABALOS, BENHUR (PFP) [16]",0.48809972864339396,0.5052182899951917,0.35405773547902636,0.12781468837688417,1.1025433314851787,0.21016424648600088
"BONDOC, JIMMY (PDPLBN) [17]",0.396427799987104,0.706435776773957,0.32229376186579295,0.29077186761208573,0.7297077266707539,0.25255369090000584
"PACQUIAO, MANNY PACMAN (PFP) [18]",0.35030642781217847,0.33122244255371824,0.2098110552497564,0.2650829884075767,0.3665386367481972,0.10693623628308677
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",0.3529281633117114,0.5078474176953273,0.17730641141377246,0.16224032404397504,0.686637495544065,0.2290406261792105
"BOSITA, COLONEL (IND) [20]",0.11051245324066969,0.05786277777330985,0.1949923518445646,0.10484685324959456,0.21658987795478066,0.23011183586912137
"MENDOZA, HEIDI (IND) [21]",0.14264737503228422,0.08338577102045837,0.1556484474263433,0.07587951291892267,0.1898455702001017,0.2220830523413297
"REVILLAME, WILLIE WIL (IND) [22]",0.3997489221136871,0.2363737539253811,0.22983070097684172,0.25577356948772967,0.458102703132388,0.10229695267125229
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.3157779835081121,0.5585160645950529,0.30241709618218493,0.2555711925441553,0.5119976329712765,0.1909246506327579
"LAMBINO, RAUL (PDPLBN) [24]",0.3372813021004215,0.5836574850642903,0.26408231737886045,0.24275792358212664,0.6204613318084291,0.2254759321298639
