candidate,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
"GO, BONG GO (PDPLBN) [1]",1.4054528872908547,2.1373037098506864,-1.03095349378688,-1.0150145195249178,-0.31212282724773194,1.8148876055224623
"AQUINO, BAM (KNP) [2]",0.29116430136633625,-0.23470108428186998,1.900722532343903,0.013759637794117152,-0.45986479751108444,0.43948326041860647
"DELA ROSA, BATO (PDPLBN) [3]",0.29172995723617307,2.4207156462486368,-1.0921396770249818,-1.6072676652517939,0.3906396601903478,1.7635636090355398
"TULFO, ERWIN (LAKAS) [4]",0.7240044470552776,-0.612247528596791,0.17197220615216954,1.6778662381625218,-1.0549882207058212,0.8625549568132564
"PANGILINAN, KIKO (LP) [5]",0.6338629558148967,-0.06998287846007323,1.6541724653155483,0.8479881257871568,-1.0107104413504253,-0.591443112142011
"LACSON, PING (IND) [6]",1.3274298744251674,-0.3841047504460595,0.5703790139377073,0.5535215038607048,-1.0158204673086493,0.6514617372294141
"MARCOLETA, RODANTE (IND) [7]",0.7562179113386751,1.526525732574238,-0.7752907181005673,-2.009671492548521,0.40097834217576267,1.837077557695625
"SOTTO, TITO (NPC) [8]",0.3839440833263685,-0.6033757536435568,0.5748013272228703,0.6047977436158088,-0.5993973813574249,1.1252749622021014
"CAYETANO, PIA (NP) [9]",1.3485676606917067,-0.24003508800775147,0.08401420269063142,0.3936968550366595,-0.9090748965098605,1.0168870019220182
"VILLAR, CAMILLE (NP) [10]",1.5266487462904992,0.4241549351482098,-0.7511831852870351,0.3082319589821313,-0.7196066126587308,0.9010240458178854
"LAPID, LITO (NPC) [11]",0.4939994314932068,-0.32953389411333617,0.022910771687571302,2.275923489975148,-1.2472801124404471,0.12168299017131982
"MARCOS, IMEE R. (NP) [12]",2.164311202775731,-0.24781030794327083,-0.9357330834606589,-1.129451515278198,0.08336034007792226,1.9129385224162694
"TULFO, BEN BITAG (IND) [13]",-0.4084945169729822,-0.4616762999454421,0.44030261189699255,0.990988110197141,-0.29098314606027065,0.7689945163511953
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",1.197657763226049,-0.5463384044327189,-0.6081605320180833,0.7743676594024744,-0.619947552763094,1.2622136742681125
"BINAY, ABBY (NPC) [15]",1.3365705321955916,-0.2553230685271158,0.2553998646290388,1.1033770737057946,-1.0889185405688715,0.026512782139682917
"ABALOS, BENHUR (PFP) [16]",1.9921187989593236,-0.4447605127625469,0.025289213886544704,0.3517651022367728,-0.8896883038639926,0.4934307987505261
"BONDOC, JIMMY (PDPLBN) [17]",0.1674730656740513,2.1552404443678825,-0.4696479639210658,-0.8075850350592588,-0.10336312061109212,0.14361139046153223
"PACQUIAO, MANNY PACMAN (PFP) [18]",-0.16405555174887518,-0.23395406996504084,0.0743395915994371,1.0019014728321947,-0.3179005793087515,0.59047623015948
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",-0.09232177562962576,1.8394116585798919,-0.639283579708024,-0.18535249137126905,-0.10462089897518437,0.17625256467486508
"BOSITA, COLONEL (IND) [20]",-0.18219938917070788,-0.1582488913972252,0.8894156014635233,-0.1631167231316335,-0.1245786378176384,0.6015240143439933
"MENDOZA, HEIDI (IND) [21]",0.10558014074215538,0.021041018199369113,1.4318769961399829,-0.3990915140993206,-0.16047151153012995,-0.23024608452234702
"REVILLAME, WILLIE WIL (IND) [22]",-0.42574570382334165,0.005768620333722885,0.0285409462448854,0.9579262462568984,-0.2576842023280991,0.4104260709340459
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.30597599067096376,1.5795257279374089,-0.2902280602501184,-0.8394410408113553,-0.0764013486051403,0.22527419224061102
"LAMBINO, RAUL (PDPLBN) [24]",0.14285367929735493,1.8425096062066957,-0.44815038380186156,-0.6187266995693571,-0.13216234045764746,0.07541417588929106
"TOLENTINO, FRANCIS TOL (PFP) [25]",1.5852543275001705,-0.09126591063221623,-0.07981099925563917,0.08254753153134282,-0.7734493837056865,0.3707396348470401
"ONG, DOC WILLIE (AKSYON) [26]",-0.14211206414818955,0.0859148307637448,0.5886336668875797,0.043534195593091796,-0.24670961805148572,0.3182094854751335
"HINLO, JAYVEE (PDPLBN) [27]",0.0793288020382876,1.8010809580611613,-0.40750562040656224,-0.500263146690026,-0.16498277468318082,-0.05134249539052238
"HONASAN, GRINGO (RP) [28]",0.11855033212902814,0.35562264220084405,0.25469571485414416,-0.2277953055413781,-0.1837899669987385,0.3479286076037355
"ESPIRITU, LUKE (PLM) [29]",0.07617531620206161,0.029606657710312942,1.1006650011506351,-0.26904358147597585,-0.1564047912562057,-0.21856025891163955
"MATA, DOC MARITES (IND) [30]",0.017711116897858037,1.3348911338259528,-0.16592761502044462,-0.369190567104334,-0.18207564367670875,-0.06592163086554458
"QUIBOLOY, APOLLO (IND) [31]",0.12722058091291655,1.4166526263461865,-0.3970996312190598,-0.42476519368833643,-0.10714168982016398,-0.0166549518920623
"CASIÑO, TEDDY (MKBYN) [32]",0.05160520835844629,0.039035546300319905,0.8300949464607156,-0.28609340177771614,-0.12287244332489553,-0.10511281471599707
"BROSAS, ARLENE (MKBYN) [33]",0.03366627593106301,0.028030485601524643,0.7634691680417482,-0.24730747770039663,-0.10625447298761263,-0.09521883135344193
