candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"POE, GRACE [1]",0.5083520369599571,0.9336270783722346,0.6761501128409049,0.5604664207009374,1.3713624808127594
"LEGARDA, LOREN (NPC) [2]",0.371017718767763,0.8904554587398178,0.5047244921570347,0.41307048060967017,0.9825005469700947
"ESCUDERO, CHIZ [3]",0.5538512165189833,0.950928398262759,0.72507761035154,0.5184960889600446,1.5036248097201423
"CAYETANO, ALAN PETER (NP) [4]",0.505065367697729,1.2550083856852314,0.7824417982721708,0.47638401763111066,1.5408650384429672
"BINAY, NANCY (UNA) [5]",1.3175726375191708,1.1045645960949702,0.7205936336793455,0.7193893742953479,1.0211540764337037
"ANGARA, EDGARDO (LDP) [6]",0.42112469105992206,1.0800187161403183,0.6697593250245062,0.3326494636568478,1.2285480372822135
"AQUINO, BENIGNO BAM (LP) [7]",0.6086122237719042,1.3813913177846058,0.8335730117262099,0.4462926389300583,1.5357011525140898
"PIMENTEL, KOKO (PDP) [8]",0.5204626974283099,1.2414688458756618,0.7692630909666379,0.3274533818525306,1.2330151275499943
"TRILLANES, ANTONIO IV (NP) [9]",0.44423583928792026,0.8860223874566235,0.6259306419602887,0.5032376740589125,1.2678340790245834
"VILLAR, CYNTHIA HANEPBUHAY (NP) [10]",0.5289250928762096,0.9607946677717656,0.45238768429663506,0.30393721215276753,0.6526915155898897
"EJERCITO ESTRADA, JV (UNA) [11]",0.7545154125430874,0.6853534248629864,0.639592269640681,0.6374392649331677,0.8863461110819109
"HONASAN, GRINGO (UNA) [12]",0.46765347627048365,0.5110567629418674,0.4850708740577551,0.5310820113145847,0.6632929662085143
"GORDON, DICK (UNA) [13]",0.4843379857906965,0.8142682039977679,0.869575789599074,0.663979003921045,0.9122782676856359
"ZUBIRI, MIGZ (UNA) [14]",1.342109172118168,1.5124420272808599,1.0557274847579468,0.788945165223467,0.7345035529905415
"ENRILE, JUAN PONCE JR.(NPC) [15]",0.8812619309699479,0.8055151680557164,0.4817554304000472,0.4918525392417779,0.6168589221899162
"MAGSAYSAY, RAMON JR. (LP) [16]",0.4531039270091884,1.0544099903170485,0.7253675563295068,0.3087367844609658,1.3030281658721494
"HONTIVEROS, RISA (AKBAYAN) [17]",0.5956782072611629,0.9708725164409189,0.7739293195379059,0.4529853260759893,1.6096052734202608
"HAGEDORN, ED [18]",0.713247868759932,0.7868285182934888,0.5299422415386656,0.6528750105204879,0.7418973324242454
"VILLANUEVA, BRO.EDDIE (BP) [19]",0.1925597397813925,0.3378785877535197,0.37027262690782337,0.31567325860529893,0.4172028843146967
"MADRIGAL, JAMBY (LP) [20]",0.32153015240610605,0.680163090447747,0.4472066974757599,0.26872217443197727,0.8695137218478922
"MAGSAYSAY, MITOS (UNA) [21]",0.5436716454933486,0.6244761909664106,0.4339843446680939,0.305542075047222,0.3030704268956018
"CASINO, TEDDY (MKB) [22]",0.12259419123822077,0.21281936928766104,0.2252773887907954,0.1728771792863076,0.2676597617459674
"MACEDA, MANONG ERNIE (UNA) [23]",0.26876187497956133,0.2871432535054469,0.2734724205557386,0.2018664163430791,0.29678950395470377
"COJUANGCO, TINGTING (UNA) [24]",0.3119268268922688,0.2884836663087601,0.24390316141276294,0.19184683983173312,0.2969501331932309
"DELOS REYES, JC (KPTRAN) [25]",0.1134992416825106,0.149269608836949,0.12002732893225916,0.08225048141567963,0.08777096526772708
"ALCANTARA, SAMSON (SJS) [26]",0.13434171715206078,0.1203489271725855,0.07873402630150725,0.09025571808740734,0.10506676018300624
"BELGICA, GRECO (DPP) [27]",0.040614788252905085,0.05908906548822094,0.056321851807479194,0.04002722159867516,0.05129595611908753
"PENSON, RICARDO [28]",0.044537600731895055,0.0628917498849533,0.056600507606924165,0.03744830376680173,0.04671597765484844
"DAVID, LITO (KPTRAN) [29]",0.11118395191356131,0.12941811765561673,0.08630610785378773,0.06821610677797534,0.05501226913851125
"MONTANO, MON [30]",0.11354945997058455,0.11008902646047242,0.06911344029654311,0.07662215335476795,0.07435402102999188
"FALCONE, BAL (DPP) [31]",0.0732210932618874,0.07212373700603045,0.04776736909834962,0.044479521312713946,0.04500393839169198
