candidate,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,arch_6
"VILLANUEVA, JOEL TESDAMAN (LP) [1]",0.5871589471781047,0.44124871476927024,1.151325691775458,0.5918339213888036,0.6473786969990711,1.0234911209535675,0.6955573632784195
"DRILON, FRANK (LP) [2]",0.8591916666830787,1.1598153642552977,1.3031625063189596,1.4451697691649799,1.3004169252761717,1.0974699867091795,0.7639155783212324
"SOTTO, VICENTE (NPC) [3]",0.8296376054645194,0.6916718087496447,1.154993315488264,1.2117328148798958,0.778763137543815,1.360326523712726,0.9325603419493508
"GORDON, DICK (IND) [4]",0.645559581935905,0.6145025518422707,0.952259318642642,0.637136488922369,1.10408543357885,1.1489930528268615,1.5190543497740663
"LACSON, PANFILO PING (IND) [5]",0.630038409985107,0.5784582997743971,1.357951907829315,0.5653583621417851,0.8022090138043333,1.3509786492105909,1.0078095843740476
"HONTIVEROS, RISA (AKBYN) [6]",0.5447906539430495,0.5754213239816379,1.038976974686993,0.6971365006758067,0.8004992733406365,1.0072294890444955,0.8752230489605684
"PANGILINAN, KIKO (LP) [7]",0.6726968525532908,0.7341894540614952,0.9939600938629573,1.1457792713561683,0.8309429043582586,0.740881997789915,0.7628983842655939
"ZUBIRI, MIGZ (IND) [8]",0.7668614180218745,0.7614767507621507,0.7458139008786059,0.9461015712254841,0.7917367678061886,0.9697471220416942,0.9071436368676498
"GATCHALIAN, WIN (NPC) [9]",0.4753921059522509,0.49386108463668815,0.9505236842476096,0.44880920202354135,0.5872306360872184,1.0352732345282105,0.8410680820399539
"PACQUIAO, MANNY (UNA) [10]",1.0544181282524758,0.7629432001726802,1.0688395323722613,1.2631141247821023,0.845270636308946,0.9842847313233279,0.9873846801352266
"RECTO, RALPH (LP) [11]",0.5458071770590259,0.6910383031332704,1.0376634409642356,0.9331676744351086,0.8120445359321444,0.7403171977932997,0.5514946601187398
"DE LIMA, LEILA (LP) [12]",0.8159949657456396,0.7068861364637242,0.9233181678244485,1.24223781983567,1.0371622188985978,0.8840103690707624,0.8498337055612124
"TOLENTINO, FRANCIS (IND) [13]",0.7116394068352502,0.688994489064972,1.100176998667817,0.9189150149012972,0.7522815749044988,1.3528464123448543,0.7735783001037635
"OSMEÑA, SERGIO III (IND) [14]",0.7113217829286027,0.6198265992402294,0.6230465463667777,0.9615281773174048,0.9863221347535037,0.7783906004884485,1.4017699873340868
"ROMUALDEZ, MARTIN (LAKAS) [15]",1.1016977151372118,1.3748857780281338,0.7161103338748209,1.3962007181783833,1.0973322226428954,1.006428009133355,0.8028746137169339
"DOMAGOSO, ISKO MORENO (PMP) [16]",0.5037178557420514,0.4595146302162123,0.5573947982050024,0.6072578292275674,0.6802903428968768,0.6590657941208543,0.8977733785781977
"GUINGONA, TG (LP) [17]",0.5285832226889927,0.606494457361923,0.545490930129483,0.7180639571348693,0.5965049047181775,0.6877077995893552,0.8486433291480869
"COLMENARES, NERI (MKBYN) [18]",0.40049925613659426,0.2870167220489605,0.31237429470817435,0.4049369755186813,0.5890337887887508,0.5568797756999754,0.7458793656715436
"LAPID, MARK (AKSYON) [19]",0.5802116805791956,0.6137365069635051,0.5423894348994738,1.2436849753767052,0.8257523954914234,0.9699666489558587,0.7942194967313297
"PETILLA, CARLOS JERICHO (LP) [20]",1.2677055369434185,0.9799162560878865,1.0649770711194217,0.7825976906083325,0.9327451312069774,0.7762212447245184,0.48426874468282693
"MANZANO, EDU (IND) [21]",0.2545832697205769,0.26517740253323135,0.2870485916086861,0.4698627634397554,0.26927288091587104,0.2817794398724846,0.36225077492779295
"ROMULO, ROMAN (IND) [22]",0.4439987503263087,0.47200396392589816,0.3309090422266238,0.4828697543102941,0.7401067390419762,0.3812700514295583,0.8745621445369419
"OPLE, SUSAN (NP) [23]",0.32245489698902186,0.30852182223237623,0.23860604406539013,0.3316879658220494,0.5094369871123183,0.27279325232218016,0.5997353524864697
"LACSAMANA, ALMA MORENO (UNA) [24]",0.18198768860143352,0.14027254473902795,0.1502069812229701,0.32245535743871834,0.1912803108655109,0.18824735924357278,0.17704821441919696
"BELGICA, GRECO (IND) [25]",0.2702544355959045,0.28470625213852846,0.20444612025845543,0.36489752709030215,0.48273542665739494,0.23420922913464204,0.5488041166055894
"ALUNAN, RAFFY (IND) [26]",0.3134460872562807,0.22907209860030397,0.2612026695634662,0.3999762019691615,0.48393057365041997,0.23417085059679013,0.5218698417355899
"LANGIT, REY (UNA) [27]",0.1358690414566716,0.13668921638324788,0.11856485454308625,0.23320673269163025,0.17365487879004182,0.18703297798639312,0.1840998974258381
"GADON, LARRY (KBL) [28]",0.09479004802353228,0.09682768627152209,0.12353929597772413,0.1375671920902678,0.0803441569282747,0.09703734971937988,0.10157889632201668
"KAPUNAN, ATTY. LORNA (AKSYON) [29]",0.12895467068192337,0.11761744105446148,0.09441267613569745,0.12827300208184136,0.20826615566649484,0.11818290021861598,0.26605965885897936
"PAGDILAO, SAMUEL (IND) [30]",0.1970768941190994,0.2519045179243103,0.22625914995122498,0.39617789696624267,0.27765472528439433,0.29059997247763913,0.2365032706039554
"SANTIAGO, DIONISIO (IND) [31]",0.14763494176810452,0.11501149376837981,0.12261488545347082,0.25188597912023764,0.2022606957614635,0.15771025057712484,0.19723671154223776
"NAPEÑAS, GETULIO (UNA) [32]",0.15809747571289656,0.1303843773210988,0.1202665866501558,0.261889437342149,0.16445604879453804,0.1505294089844143,0.13745518160414746
"CHAVEZ, MEL (WPPPMM) [33]",0.13911456396343022,0.13555346458915224,0.13330683018756775,0.19242437296031356,0.13684223100551732,0.13654815585177218,0.16208768969514017
"MONTANO, ALLAN (UNA) [34]",0.1487177501033945,0.12704852458952137,0.12779298627065358,0.23127255124433044,0.174160541855055,0.16242219593592214,0.18419424152172736
"AMBOLODTO, INA (LP) [35]",0.17616396939777912,0.23884982644020433,0.28597275856073945,0.26664658991408297,0.27481602208079237,0.3837116366231702,0.3269466035965589
"BELLO, WALDEN (IND) [36]",0.08669754199827306,0.07052657863333761,0.07317902793411295,0.154447602760186,0.12862502278683705,0.08867281679037374,0.12212194035584155
"PALPARAN, JOVITO JR. (IND) [37]",0.049269061163775475,0.04652114296256898,0.036886096688387465,0.08170211872621144,0.06329525892719537,0.04940149748186554,0.07433269235996161
"KIRAM, PRINCESS JACEL (UNA) [38]",0.12147981897973012,0.10119812997831608,0.13413021796648086,0.2603811344093145,0.20701302862589924,0.17256143784401134,0.1472321157309861
"CAM, SANDRA (PMP) [39]",0.09521827514002378,0.07527626630851036,0.08360222563868604,0.16683281364883992,0.14261519190419383,0.09489310137080674,0.12897402035046782
"LIBAN, DANTE (IND) [40]",0.06272656170992873,0.07592465389683577,0.050459465625939615,0.1105177231000032,0.11327072010903971,0.07981360479136279,0.12758109830370018
"PAEZ, MR. COOP (IND) [41]",0.09206482277113961,0.09298903702393611,0.09400774824127066,0.1201720463676818,0.09293762383180512,0.11893779016084888,0.10485459130263215
"MAGANTO, ROMEO (LAKAS) [42]",0.03874935954338462,0.03218199299208465,0.034885065387458926,0.06786887710310907,0.039034226586364476,0.04108691156728826,0.0407785500335033
"ALBANI, SHARIFF (IND) [43]",0.1283940046637377,0.12446264708785995,0.137997230918981,0.25807598754203415,0.21314687124938922,0.19992056353109489,0.18016534208430973
"MONTAÑO, MON (IND) [44]",0.07201573717048276,0.07151171456391431,0.06402959412317906,0.10033494238132466,0.08130095041499157,0.08095847684359515,0.09242206463570672
"ARQUIZA, GODOFREDO (IND) [45]",0.06675676392125286,0.0653908985531839,0.06097733348515681,0.10772266238394436,0.07705052108174633,0.078004169425298,0.08553962323551932
"ALI, ALDIN (WPPPMM) [46]",0.11448557087375158,0.09974361547930187,0.13298948326497287,0.2321278812315509,0.19539099202017354,0.17890053028983588,0.1498089970970796
"BALIGOD, LEVITO (IND) [47]",0.057156334542082424,0.038135081075453985,0.04868526866574179,0.07494966593203391,0.05401681187800207,0.053991564749850826,0.053449937837104874
"VALEROSO, DIOSDADO (IND) [48]",0.04230579458680535,0.03332129105332936,0.03541507489650868,0.06338234010859561,0.04296043740041426,0.042140578743308114,0.045875433798109995
"DORONA, RAY (IND) [49]",0.054367442905917454,0.04840393019202806,0.049005347928125075,0.08037119291821557,0.0638164934760316,0.06444214281435381,0.06911658244181315
"KABALU, EID (IND) [50]",0.03960069500787924,0.038581532382873304,0.04642124769947157,0.07585005829188167,0.06734292929362301,0.0657796519388526,0.05792492395236456
