candidate,arch_0,arch_1
"VILLAR, CYNTHIA (NP) [1]",0.9752664641493545,0.08055163893708428
"POE, GRACE (IND) [2]",0.808021004605048,0.11285559549203937
"GO, BONG GO (PDPLBN) [3]",0.813905157132666,0.04199563556132249
"CAYETANO, PIA (NP) [4]",0.8716890428071363,-0.05575678000283906
"DELA ROSA, BATO (PDPLBN) [5]",0.8214482298497642,-0.03680315701661072
"ANGARA, EDGARDO SONNY (LDP) [6]",0.7981239893531155,-0.04289417107939286
"LAPID, LITO (NPC) [7]",0.5328427302344503,0.17652337839280277
"MARCOS, IMEE (NP) [8]",0.7641562282736273,-0.10056617309650427
"TOLENTINO, FRANCIS (PDPLBN) [9]",0.7159014069407155,-0.07331254044216096
"BONG REVILLA, RAMON JR (LAKAS) [10]",0.37665394035936595,0.24591797242151806
"PIMENTEL, KOKO (PDPLBN) [11]",0.6124202896025003,-0.005263471331042879
"BINAY, NANCY (UNA) [12]",0.5343731795349566,0.0758175663977324
"EJERCITO, ESTRADA JV (NPC) [13]",0.625805748895101,-0.02896425525574439
"AQUINO, BENIGNO BAM (LP) [14]",0.40418213349791576,0.18945316792905934
"ESTRADA, JINGGOY (PMP) [15]",0.4067964938180091,0.0724763160246344
"ROXAS, MAR (LP) [16]",0.20428431545038403,0.21338655747767163
"OSMEÑA, SERGE (IND) [17]",0.4100130928138568,-0.02302081855438596
"ONG, DOC WILLIE (LAKAS) [18]",0.4446284000271111,-0.14112059053447726
"MANGUDADATU, DONG (PDPLBN) [19]",0.27180643298425494,0.039726301569789305
"MANICAD, JIGGY (IND) [20]",0.39170501494668164,-0.111689326819028
"DIOKNO, CHEL (LP) [21]",0.23157583255723505,0.030398415388106708
"ENRILE, JUAN PONCE (PMP) [22]",0.1808323014546034,0.04292801114507809
"ALEJANO, GARY (LP) [23]",0.11529656857046876,0.08185406501730075
"COLMENARES, NERI (MKBYN) [24]",0.181553333118958,0.012841784566156367
"GUTOC, SAMIRA (LP) [25]",0.04493669894833083,0.14082290228666852
"MACALINTAL, MACAROMY (IND) [26]",0.13919572212915207,0.0264082946924007
"TAÑADA,LORENZO ERIN TAPAT (LP) [27]",0.11881628604286897,0.04307565089111164
"GADON, LARRY (KBL) [28]",0.2021847994986922,-0.06436099276047667
"AGUILAR, FREDDIE (IND) [29]",0.05662596076774037,0.05222874721479474
"CHONG, GLENN (KDP) [30]",0.12266077907596978,-0.023776796662253054
"MANGONDATO, FAISAL (IND) [31]",0.05220762826840227,0.031409308021162874
"ESCUDERO, AGNES (IND) [32]",0.04965423773809427,0.014530979489800675
