candidate,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,arch_6
"PADILLA, ROBIN (PDPLBN) [1]",-3.935726455957805,1.2665538830354361,0.8364991033185017,1.6092591910582204,1.0808873278427884,2.3990273766335966,0.30027717225795747
"LEGARDA, LOREN (NPC) [2]",0.13047456179978825,0.027947638472670705,1.8939459849866704,0.8696550900018373,0.7804867183858935,0.5661274792562865,-1.1734315501842028
"TULFO, IDOL RAFFY (IND) [3]",0.28838966849853814,-0.26352523777206394,2.6377524378076993,0.853757366992842,-1.14074588847767,-0.15308072622134142,0.12132303905889445
"GATCHALIAN, WIN (NPC) [4]",1.2183215883227665,-0.6940282875679605,0.6224513119474873,0.7829949053403549,1.5092994476750212,1.3965120246275036,-1.7443068862473259
"ESCUDERO, CHIZ (NPC) [5]",1.1601700000465203,0.3974960821465329,2.014566236800538,-0.19312491480925473,0.6323187655765103,-0.41246573674563153,-1.167390590172768
"VILLAR, MARK (NP) [6]",1.2808646562802457,-0.6532758947847629,0.09440414211853079,1.7606918955054465,1.3496294087343481,0.5711057927521495,-1.4363251639187817
"CAYETANO, ALAN PETER (IND) [7]",0.1338753412215123,-0.07069876467693242,1.5778962059467787,0.7781251345744015,1.0803760592778444,-0.05208160865366587,-0.9412901954101761
"ZUBIRI, MIGZ (IND) [8]",-0.5974253983699943,1.1358850109523728,0.6841461528385373,1.886718345253455,2.191022557289465,-1.0429873014772948,-1.4227653725157174
"VILLANUEVA,JOEL TESDAMAN (IND) [9]",1.7923446946018264,-0.6394276230738128,1.2443100686554374,0.1452044698652926,0.7943101164673368,0.3350859791867615,-1.2197317832504886
"EJERCITO, JV ESTRADA (NPC) [10]",0.8071245917796362,-1.0272578667406207,0.8812424202958036,0.6913338553644275,1.1769743719346888,0.5883618385650633,-0.8698077185734054
"HONTIVEROS, RISA (AKBAYAN) [11]",1.3591545738176556,1.2440863440970025,1.1900572033416368,-0.449224677876756,-0.20953696724858284,-0.6521203270172802,-0.7464023290513846
"ESTRADA, JINGGOY (PMP) [12]",-1.1654373378120968,-0.5657610010039247,1.1951053265561122,0.471936351303552,1.1567383294231812,1.3069935841800138,-0.3479577880308449
"BINAY, JOJO (UNA) [13]",-0.4401850315011375,-0.35755346703560115,0.9443715906905745,-1.066951282372009,1.7569290105796005,1.5024723390414778,-0.42474991731355766
"BAUTISTA, HERBERT BISTEK (NPC) [14]",0.3746071419932644,-0.496422265028503,0.15463874764700883,0.8056387586906532,-0.17375383766979333,1.971942709231595,-0.8106041960770074
"TEODORO, GIBO (PRP) [15]",1.659093935470849,-0.45910574630502365,-1.301173199772087,2.0578699672258947,0.6141321042764273,1.1605082359209136,-1.468850079265807
"ELEAZAR, GEN. GUILLERMO (PDR) [16]",0.16206753517172895,0.17714551493133804,0.003684162549904868,-0.7867026982678148,1.3896104212645122,2.391157060388252,-1.4188630000447864
"ROQUE, HARRY SPOX (PRP) [17]",0.8396663166459986,-0.5836104841360019,-0.3821151236145475,2.3030414727928057,-0.11838199069023654,0.5074760833785296,-0.8694164812927204
"HONASAN, GRINGO (IND) [18]",0.5839649209336701,-0.19465967984616683,0.7872111576306006,0.7644072350503555,-0.3532008585640645,0.03824063844921289,-0.3907916956910774
"DIOKNO, CHEL (KANP) [19]",0.7423006145002526,1.7054388683098045,0.45344570268084844,-0.6112278573667277,-0.4774658480084463,0.25658447757196273,-0.9051281304827762
"GADON, LARRY (KBL) [20]",0.31780866040448835,-0.18329151037398264,0.3667162559454789,1.4119082463572123,-0.812970920177358,0.7322984546950326,-0.6530325127103669
"TRILLANES, ANTONIO IV (LP) [21]",0.5018581805317696,1.2537141965860163,0.99951955961949,-0.8946257633667851,-0.26481097985698276,-0.5659831863274594,-0.21193937718043682
"GORDON, WOW DICK (BVNP) [22]",0.46508975332248165,0.9020722377302767,0.6924727397438839,-0.3620328340963028,0.08703435516336917,-0.48546708458091864,-0.35271970666159796
"DE LIMA, LEILA (LP) [23]",0.4778585058076352,1.56724465237206,0.5463849281227439,-0.9403768480647013,-0.19988017963926688,-0.37329071092558697,-0.32841918803771725
"COLMENARES, NERI (MKBYN) [24]",0.593077456122762,1.087452742989536,0.22409361481531728,-0.3107007521068073,-0.3396877190798316,0.021809898088551525,-0.5664776837422704
"LACSON, KUYA ALEX (KP) [25]",0.19118029242610554,0.9327533471889932,0.24859581646409767,-0.23997548239474464,-0.22640378324974755,-0.026161860325799924,-0.26626074640339803
"PANELO, SAL PANALO (PDPLBN) [26]",0.011545575153571606,0.10913896632682539,-0.644156587655027,0.9812309148173287,0.17567172482217736,0.8833925395447083,-0.6226755258631912
"MARCOS, FRANCIS LEO (IND) [27]",-0.04975987417778116,-0.18498100133116363,0.5157902617674615,0.38165822477448375,-0.3540236381755752,0.22369068570626346,-0.07264923289019468
"BAGUILAT, TEDDY (LP) [28]",0.08349437504421595,1.100453934368521,-0.00043598759209699024,-0.33293684496581966,-0.4265774384699918,0.3868857034638333,-0.31587842297530055
