candidate,arch_0,arch_1,arch_2,arch_3
"PAEZ, MR. COOP (IND) [41]",0.01989509154406516,0.01948088242497607,0.022571777104002485,0.02192787050858843
"MAGANTO, ROMEO (LAKAS) [42]",0.007484235920451409,0.005525229640281682,0.014171201376137593,0.021764158598918306
"ALBANI, SHARIFF (IND) [43]",0.015021781596833223,0.01296367305846339,0.0194944995388406,0.02863204614310072
"MONTAÑO, MON (IND) [44]",0.008888064079163704,0.009885379486756217,0.011374499828957147,0.010335941394081411
"ARQUIZA, GODOFREDO (IND) [45]",0.008288433240896467,0.009563571849859079,0.011518266100000537,0.010776325011161965
"ALI, ALDIN (WPPPMM) [46]",0.013512632765964584,0.012240612938909146,0.02046684676815564,0.03236418766963462
"BALIGOD, LEVITO (IND) [47]",0.006051910929613505,0.006000641517768505,0.006920371265870978,0.006661977920142403
"VALEROSO, DIOSDADO (IND) [48]",0.0032039404620710405,0.004976501611805723,0.006921798872003978,0.0065266192992147936
"DORONA, RAY (IND) [49]",0.00706181742587334,0.007316169431621475,0.008366257344635196,0.008631736234561474
"KABALU, EID (IND) [50]",0.006197765240269848,0.004100177546095161,0.008866855729267811,0.013433980720943922
