candidate,arch_0,arch_1,arch_2,arch_3
"VILLANUEVA, JOEL TESDAMAN (LP) [1]",0.30128998208377317,0.7524796468329,2.0391538488569143,-0.2827340725880587
"DRILON, FRANK (LP) [2]",1.6277865774923925,0.2704538447299918,1.4421168327680052,-0.535170697099748
"SOTTO, VICENTE (NPC) [3]",-0.2691353607268633,0.5906270347107418,2.549803921180635,-0.2797538192507435
"GORDON, DICK (IND) [4]",-0.17495345433141773,1.838374394295287,1.3590404606171038,-0.5162500610381363
"LACSON, PANFILO PING (IND) [5]",0.02704644816329349,1.3152218785279612,1.7498904848566914,-0.575888268470749
"HONTIVEROS, RISA (AKBYN) [6]",0.6370406860417508,1.066124355024115,1.2670030841099944,-0.6081461558436402
"PANGILINAN, KIKO (LP) [7]",1.2568778855877976,0.025207500568308894,1.6836081162283167,-0.5996152803388167
"ZUBIRI, MIGZ (IND) [8]",0.7311478162376162,1.778400161320066,0.16059668986323405,-0.17036225613830314
"GATCHALIAN, WIN (NPC) [9]",-0.10232204245500698,1.2730795941397748,1.3503093402358206,-0.2523616304362044
"PACQUIAO, MANNY (UNA) [10]",0.6586300963667345,0.7130280987978507,1.0548232901704002,0.027133405705557667
"RECTO, RALPH (LP) [11]",0.9184492499012368,0.2570897846956371,1.4639597773323838,-0.5276291965372153
"DE LIMA, LEILA (LP) [12]",1.3904442571936602,0.09178049531730192,1.2217428065307143,-0.5992009681049469
"TOLENTINO, FRANCIS (IND) [13]",0.128792405311562,1.7338339394389828,0.3537366380060537,-0.22822615214667263
"OSMEÑA, SERGIO III (IND) [14]",0.6322731568674453,1.4020389350115836,0.5174930384350989,-0.6856433621183246
"ROMUALDEZ, MARTIN (LAKAS) [15]",-0.31910159079411604,1.3399404218567046,0.5152404889650547,0.49885343195274867
"DOMAGOSO, ISKO MORENO (PMP) [16]",0.14086465666801762,0.7451313931890735,1.1556768247564817,-0.35197808372511213
"GUINGONA, TG (LP) [17]",1.0718246394406807,0.5738169409243636,0.3307575323635753,-0.44616376688964543
"COLMENARES, NERI (MKBYN) [18]",0.35590446470086123,0.84851413987092,0.05269803051225069,-0.2812271247779067
"LAPID, MARK (AKSYON) [19]",0.5620992808663158,-0.8199003935955932,1.2568645954266429,0.012773668954717265
"PETILLA, CARLOS JERICHO (LP) [20]",1.0014834947795763,-0.06971747030549974,-0.07624826648120053,0.33777099436006774
"MANZANO, EDU (IND) [21]",0.28868635301772905,0.24583474414689754,0.4402004329774583,-0.19976543162135324
"ROMULO, ROMAN (IND) [22]",-0.20770202801389673,0.8550955974119238,0.16527228027791813,-0.08257813646925019
"OPLE, SUSAN (NP) [23]",-0.20589326032880645,0.5505121655679173,0.12144316465090192,-0.058917019605473256
"LACSAMANA, ALMA MORENO (UNA) [24]",0.09898342183929361,0.02769749190791858,0.27305239201321285,-0.0332618854571462
"BELGICA, GRECO (IND) [25]",-0.20057300140982498,0.6477772615903681,-0.058299265090799926,-0.06810163988452618
"ALUNAN, RAFFY (IND) [26]",-0.07588627662987475,0.7418872691913021,-0.311010129131926,-0.03690561138008923
"LANGIT, REY (UNA) [27]",-0.055290927328858486,0.0967898157628907,0.28793777434889284,-0.06470901699104012
"GADON, LARRY (KBL) [28]",0.10029967108781533,0.0495627777944565,0.18448186348466344,-0.03813067749526254
"KAPUNAN, ATTY. LORNA (AKSYON) [29]",0.0011413403366681424,0.25617413377418674,0.07505757550720743,-0.0652188103082901
"PAGDILAO, SAMUEL (IND) [30]",-0.20632482764024998,0.5194545100443709,-0.11409295488277424,0.11572915836655961
"SANTIAGO, DIONISIO (IND) [31]",0.03466909821544539,0.3423260040029284,-0.07814340142177155,-0.018051512223418886
"NAPEÑAS, GETULIO (UNA) [32]",0.002716311604926261,0.1603059980976538,0.11394896211360844,-0.004767580594013485
"CHAVEZ, MEL (WPPPMM) [33]",0.1779728388643569,0.005329783085319811,0.12300594951045252,-0.051364870096306275
"MONTANO, ALLAN (UNA) [34]",0.17075118176636706,-0.003875707446394927,0.07836085321329139,-0.0029322371954488835
"AMBOLODTO, INA (LP) [35]",0.4642420900687637,-0.265344681652129,-0.055374556877158906,0.10780971215273372
"BELLO, WALDEN (IND) [36]",0.005048394235751319,0.21624857578631237,-0.04850678477934658,-0.0009203383714176325
"PALPARAN, JOVITO JR. (IND) [37]",0.014691476785943892,0.08527501302534296,0.04987388269908576,-0.02355111469829233
"KIRAM, PRINCESS JACEL (UNA) [38]",0.06461393595648343,0.06220300254537203,-0.028472669015532304,0.0476824276209747
"CAM, SANDRA (PMP) [39]",-0.01583634217746753,0.23053389392146506,-0.08587332645520315,-0.000925012977072634
"LIBAN, DANTE (IND) [40]",-0.044903513026779966,0.18006441656324734,-0.0008010803122953866,-0.02467149486249768
"PAEZ, MR. COOP (IND) [41]",0.18266683358332725,-0.04240454426767348,0.011796927013398635,-0.033200536442581044
"MAGANTO, ROMEO (LAKAS) [42]",0.01719815731094034,0.03010741950227829,0.07068244986159872,-0.012264773507265798
"ALBANI, SHARIFF (IND) [43]",0.12107815653046683,0.004099595075063942,-0.027085368458249902,0.03896015453628109
"MONTAÑO, MON (IND) [44]",0.09864943944416074,-0.0004546696506794977,0.02458557433559715,-0.011276808192353757
"ARQUIZA, GODOFREDO (IND) [45]",0.09169405151881652,-0.0027428601974231505,0.030778565404470003,-0.019101226016015584
"ALI, ALDIN (WPPPMM) [46]",0.08485782495648103,0.01881885307672631,-0.044989134967348965,0.059787693331916164
"BALIGOD, LEVITO (IND) [47]",0.07115466437019348,0.002746428462217461,0.019234348099357722,0.004650746646939527
"VALEROSO, DIOSDADO (IND) [48]",0.04453652581531104,0.018586393326030872,0.020449964900367764,-0.0046652131245696095
"DORONA, RAY (IND) [49]",0.07190637405185232,-0.0017941259197041017,0.006257497642824189,-0.002203098237929163
"KABALU, EID (IND) [50]",0.04501567008756746,0.00017062906584159633,-0.011879029940139122,0.025062824549131286
