candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"GO, BONG GO (PDPLBN) [1]",0.42373859333432473,0.34404401928733414,0.3426806686893696,0.30236441013373366,0.30159338711975753
"AQUINO, BAM (KNP) [2]",0.2833162254471814,0.06677389599565611,0.3198693233163176,0.10320736991793521,0.14453041592339233
"DELA ROSA, BATO (PDPLBN) [3]",0.3884622630321532,0.3493370887091914,0.2973116579507513,0.389477830728256,0.5240191203634625
"TULFO, ERWIN (LAKAS) [4]",0.1477175040537488,0.19065330833896324,0.07495530632489894,0.23119360572484676,0.3412371940226903
"PANGILINAN, KIKO (LP) [5]",0.17749123334153363,0.09080096905134208,0.2315627826788152,0.11344953786571008,0.13326490069552532
"LACSON, PING (IND) [6]",0.2325674051383988,0.25655611328115807,0.1122323351500823,0.17196617456465207,0.3064190143044383
"MARCOLETA, RODANTE (IND) [7]",0.3430142478115346,0.2952061267452979,0.22737613520558508,0.27966573749406864,0.2892431495989079
"SOTTO, TITO (NPC) [8]",0.18317796674394599,0.13777796825665023,0.1440065237726716,0.16051811632759003,0.25207854702465526
"CAYETANO, PIA (NP) [9]",0.2485181510896478,0.25705606312948637,0.10179478897813077,0.1393920152717931,0.28363640301199106
"VILLAR, CAMILLE (NP) [10]",0.31921065338920984,0.26533057300834595,0.23449915946912578,0.129100615380249,0.2244846546487371
"LAPID, LITO (NPC) [11]",0.13928445145043244,0.17725445701720657,0.050223950914570506,0.26836045002059833,0.31860607834163557
"MARCOS, IMEE R. (NP) [12]",0.5912445236306996,0.5071970251554769,0.284472308447075,0.3957488058616938,0.560920486696552
"TULFO, BEN BITAG (IND) [13]",0.27723269833370173,0.2037134852388613,0.1472962879118005,0.27505187751181936,0.30767218950680947
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",0.23875930400785533,0.24335288878304534,0.1409318572651637,0.14441301669200116,0.33560299649814135
"BINAY, ABBY (NPC) [15]",0.2194026044886142,0.23550824021315325,0.08279019319946329,0.15763562483126928,0.3042122587343106
"ABALOS, BENHUR (PFP) [16]",0.4368618472236467,0.41763026084699073,0.1560991709287787,0.3266625800395781,0.509328972015377
"BONDOC, JIMMY (PDPLBN) [17]",0.29216495653153424,0.2872835726556463,0.20291257646094832,0.31450849206213516,0.4513276617122975
"PACQUIAO, MANNY PACMAN (PFP) [18]",0.1784078327043567,0.15156138424420043,0.06105243605321933,0.2237152196773742,0.23989200096436264
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",0.25655008742316887,0.2606047756026701,0.20040958405201167,0.30287544917131587,0.4303593723498739
"BOSITA, COLONEL (IND) [20]",0.22119822554683063,0.06665937482308855,0.1835081767447008,0.07921269054112226,0.14676629424314358
"MENDOZA, HEIDI (IND) [21]",0.16487334254759362,0.044429637923009475,0.22443466904234388,0.11496432013247998,0.0809069039383914
"REVILLAME, WILLIE WIL (IND) [22]",0.23139254400724316,0.19176755373269744,0.06493117774943975,0.25824659244143033,0.28064349827555124
