candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"GO, BONG GO (PDPLBN) [1]",-1.120303307750406,0.7316009567355812,-0.11828782334519468,1.8522631858372136,1.3876250400203105
"AQUINO, BAM (KNP) [2]",-0.31404906146896483,0.5375781498453516,1.6154859729234832,-0.22705918969808309,0.026218674073121666
"DELA ROSA, BATO (PDPLBN) [3]",-0.638956420448002,-0.09037460503381663,-0.2487942013593172,2.2627862288798566,0.5340235978531315
"TULFO, ERWIN (LAKAS) [4]",-0.20551081255329462,1.8051479677038116,0.07878594769746744,-0.3773598790186965,0.27030550030566114
"PANGILINAN, KIKO (LP) [5]",-0.2893410333526041,0.5098455327635931,1.1989652695614075,-0.3281561118059691,0.1917904851996627
"LACSON, PING (IND) [6]",-0.7967215332960909,1.3135373604214273,0.654804504692293,-0.43779940061501377,0.9401001155442494
"MARCOLETA, RODANTE (IND) [7]",-0.9756152894560896,0.038385186984230345,0.12879161337971434,1.4136234641629297,1.0068906915797389
"SOTTO, TITO (NPC) [8]",-0.32172033546894097,1.278040540577375,0.5564539052485193,-0.32751396448758785,0.11227206697098628
"CAYETANO, PIA (NP) [9]",-0.8589912047787697,1.400490254262006,0.3502895393720248,-0.23709726533351475,1.0254142014010834
"VILLAR, CAMILLE (NP) [10]",-0.8078205017143446,1.1845248361221525,-0.26740582008986125,0.2870114409171378,1.3061262841899726
"LAPID, LITO (NPC) [11]",0.07560780555894663,1.5785543026033373,-0.2695663814050639,-0.2201240043015212,-0.026685186160693642
"MARCOS, IMEE R. (NP) [12]",-1.2281143311321134,1.2149391063829826,0.04947964658452921,-0.2288813671100215,2.2393058008889097
"TULFO, BEN BITAG (IND) [13]",0.2943286763167062,0.9252114516557803,0.2150627381729663,-0.09586919735806256,-0.5998815665545103
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",-0.5252659905229138,1.6336637372141931,-0.26039029277035414,-0.3456427518550334,0.9596814495406362
"BINAY, ABBY (NPC) [15]",-0.540632397737796,1.1930025800321606,0.23459586256204376,-0.41673230443040565,0.917311924850089
"ABALOS, BENHUR (PFP) [16]",-0.9813171016500553,1.2877617217135295,0.3403346530208986,-0.630339495430793,1.6742229874128924
"BONDOC, JIMMY (PDPLBN) [17]",-0.4027084073085193,-0.5375814438248849,-0.13594980222007427,1.7346193689041807,0.22053299678799185
"PACQUIAO, MANNY PACMAN (PFP) [18]",0.23232304578232554,0.8600468442772842,-0.056524997424275074,0.022404392972843228,-0.3426621426707538
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",-0.07941776975277336,-0.26868457829266673,-0.4186459531407867,1.5794880625937762,-0.07346017094360145
"BOSITA, COLONEL (IND) [20]",-0.13174806071549164,0.29832483934172344,0.7832341975977402,-0.01586197767846648,-0.26728932542703376
"MENDOZA, HEIDI (IND) [21]",-0.21329339686920826,-0.21128264811328837,1.1940302064765889,-0.13036848152573202,0.0026336647448589306
"REVILLAME, WILLIE WIL (IND) [22]",0.34196400937835736,0.6100742276776245,-0.1467636172271423,0.22908764479219546,-0.572116325073121
"RODRIGUEZ, ATTY. VIC (IND) [23]",-0.4638993055253576,-0.3825141815672341,0.029837568140798063,1.2436367991091601,0.35459247813321787
"LAMBINO, RAUL (PDPLBN) [24]",-0.339250515447795,-0.44617513306084994,-0.17215582115212527,1.47724718866528,0.17585772669841704
"TOLENTINO, FRANCIS TOL (PFP) [25]",-0.9095179800156521,0.8952707881835629,0.22574898369578872,-0.30581387401493776,1.3402956661494543
"ONG, DOC WILLIE (AKSYON) [26]",-0.10521591499834469,0.22277410455388952,0.4831750300353428,0.13709356926065305,-0.2502391360845756
"HINLO, JAYVEE (PDPLBN) [27]",-0.2793830087081671,-0.4697902696268807,-0.18817470144807996,1.4331502062105412,0.09635680506231421
"HONASAN, GRINGO (RP) [28]",-0.2577629510075106,0.12936451650545494,0.3157102780360404,0.31344443988318005,0.062085225800487295
"ESPIRITU, LUKE (PLM) [29]",-0.16325867296626387,-0.16544067121199502,0.9052171103072421,-0.09603575927057564,-0.01316483113337865
"MATA, DOC MARITES (IND) [30]",-0.22765239592472974,-0.3585210005956838,-0.042449022756256415,1.0560451141770346,0.008380722748653441
"QUIBOLOY, APOLLO (IND) [31]",-0.2407746076263763,-0.3583887887214709,-0.18987417418568622,1.1220953930989648,0.1515824349485669
"CASIÑO, TEDDY (MKBYN) [32]",-0.1696982536645352,-0.1311999990761194,0.7033912665963483,-0.05200295994629214,-0.010612203361574599
"BROSAS, ARLENE (MKBYN) [33]",-0.14120780314914153,-0.11693992420650369,0.6421967738353088,-0.04996370319242851,-0.022923068051927085
"DE GUZMAN, KA LEODY (PLM) [34]",-0.10642302133732978,-0.0996748311833332,0.5700660552160083,-0.03868847836415965,-0.03567550871767417
"RAMOS, DANILO (MKBYN) [35]",-0.10140867388283484,-0.07212023579332587,0.5353389211352573,-0.030695728808810867,-0.046786575783144366
"MAZA, LIZA (MKBYN) [36]",-0.12070196622344521,-0.10262910884476954,0.5735399388273558,-0.04275613351359936,-0.02995207961579111
"QUERUBIN, ARIEL PORFIRIO (NP) [37]",-0.1959752948990497,-0.0011769329843583452,0.21711527428246072,0.2138488708083934,0.13006332721563058
"MATULA, ATTY. SONNY (WPP) [38]",-0.12219261695452557,-0.11839208050440433,0.5527089165006577,-0.01899213434265751,-0.016428353932261327
"ARAMBULO, RONNEL (MKBYN) [39]",-0.09852080995754678,-0.06914326293537576,0.5216523874397014,-0.038719400189179465,-0.050507292681806544
"CASTRO, TEACHER FRANCE (MKBYN) [40]",-0.08311959368299059,-0.07727643645196572,0.49284202350575645,-0.03556891877591292,-0.04240013028487664
"DE ALBAN,ATTORNEY ANGELO (IND) [41]",-0.07040967610079894,-0.021372227616486092,0.28337937260610624,0.018147203864929292,-0.027045407146692742
"BALLON, ROBERTO (IND) [42]",-0.038501467476177956,-0.02967709776364287,0.26832622557411306,-0.0029677920338757944,-0.03443604591179227
