candidate,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
"POE, GRACE [1]",-0.3342281987859985,1.7605713505515297,-0.33855882191736214,1.9090796222572521,-0.7204296884700807,2.5305398086839723
"LEGARDA, LOREN (NPC) [2]",-0.6701021801588952,1.7439074308465512,-0.3029479405581256,1.0753732550576467,0.4118429632840608,2.3648171367091653
"ESCUDERO, CHIZ [3]",-0.1533362624585237,1.966709748229018,-0.31189549656573773,2.046885519427606,-1.1251624208313162,1.7208359538540199
"CAYETANO, ALAN PETER (NP) [4]",-0.6893076246039856,2.4188321772202337,-0.7266153618353711,1.6909576391845709,-0.42180907367019144,1.8865591672336564
"BINAY, NANCY (UNA) [5]",0.9650001673791754,0.4341931611949551,-1.2855979086202525,0.11135771803796421,2.087303326867007,2.0765674503865204
"ANGARA, EDGARDO (LDP) [6]",-0.6829046178058965,1.9970822265690098,-0.5785694868894748,1.758160431743148,0.26451592965327303,1.1414675969974584
"AQUINO, BENIGNO BAM (LP) [7]",-1.1032514947820342,3.2250612118105204,-0.0940757653040496,0.9537300413517596,0.6017619636476784,0.356663335882039
"PIMENTEL, KOKO (PDP) [8]",0.2454352224795795,2.337942219231666,-0.9633823203198014,1.7259182120249617,-0.48725589844103745,0.6822151200507617
"TRILLANES, ANTONIO IV (NP) [9]",0.10463193767532206,1.650286686018947,-0.6747725641055983,1.4486998362176875,-1.467201433166975,2.118583389117612
"VILLAR, CYNTHIA HANEPBUHAY (NP) [10]",-0.4639153113506652,1.565664468834058,-0.7152778286476856,0.79602843829099,0.8651960269929877,1.4046264943484874
"EJERCITO ESTRADA, JV (UNA) [11]",1.2665718500369152,-0.46975168493687747,-1.5275903577800747,1.1797743213240217,0.07156931867477584,2.6649551834416814
"HONASAN, GRINGO (UNA) [12]",0.8384187227272597,-0.2831524707497975,-1.1532985141560224,1.3314180513483356,-0.15485206375843,2.501503064282092
"GORDON, DICK (UNA) [13]",0.08177503620626139,-0.9383132379024679,-0.989575172479935,3.315045489195267,1.0463468056194585,0.49292944793687143
"ZUBIRI, MIGZ (UNA) [14]",2.5860389678818736,1.7432116664219124,-1.2605618038189974,0.6646284433758101,0.46019142845405786,-0.9969728135616296
"ENRILE, JUAN PONCE JR.(NPC) [15]",0.5479925414436997,0.38145674128481033,-1.1326222818376737,0.22463470288400703,1.1243649362012371,1.7376077113542427
"MAGSAYSAY, RAMON JR. (LP) [16]",-0.7942838797669964,2.0790503688436415,-0.31875880468917267,1.7710832603724154,0.303675036834602,-0.20581236660095606
"HONTIVEROS, RISA (AKBAYAN) [17]",-0.5349690159676841,2.0486679739268583,-0.2357564637637601,1.9593611117752334,-1.0232179231101997,0.3109730517605074
"HAGEDORN, ED [18]",-0.18043818110763166,-1.4296134816126005,0.3893170660377923,3.184875501191379,0.1696569403792639,-0.08615287911570356
"VILLANUEVA, BRO.EDDIE (BP) [19]",0.06913260867168294,-0.5360071588264799,-0.2582696204575483,1.6596020829015716,0.47856167704521035,0.3089375578433872
"MADRIGAL, JAMBY (LP) [20]",-0.6050654011018864,1.6269342202281927,-0.013565191165477927,0.3431692624844724,-0.0768917149916382,0.39823622582259943
"MAGSAYSAY, MITOS (UNA) [21]",0.21024882465055142,0.4048878580227979,-0.5404444787818885,0.6098598218325034,0.988452634810255,-0.14525123341429816
"CASINO, TEDDY (MKB) [22]",0.3791744230939833,0.04638232494126785,-0.027845504720374666,0.9968830825412369,-0.04871106826989452,-0.2257665565083482
"MACEDA, MANONG ERNIE (UNA) [23]",0.2834470095658025,-0.22587255952621196,-0.3727589677644618,0.5940939753083715,0.41536034111388387,0.180805254330061
"COJUANGCO, TINGTING (UNA) [24]",0.20231568473228276,-0.09377295030582176,-0.2084089965027351,0.2611467510903145,0.7134043988410375,-0.028105817372844188
"DELOS REYES, JC (KPTRAN) [25]",0.026046993118681624,0.08199607563853792,-0.06041149156913765,0.24971659471325694,0.28953339411922047,-0.21868974411763267
"ALCANTARA, SAMSON (SJS) [26]",-0.01228260492661216,0.1320210680631657,0.0389388245443513,-0.08920684306322793,0.4364841433738252,-0.0932784882159029
"BELGICA, GRECO (DPP) [27]",-0.02178148179543258,-0.024292064632117968,0.015655308674674285,0.20721293159380433,0.22113932701708386,-0.07113204169770616
"PENSON, RICARDO [28]",-0.017311599101262107,0.003134176851843881,-0.010006599356118789,0.18617926238431398,0.19012510424057416,-0.060256185039967686
"DAVID, LITO (KPTRAN) [29]",-0.0027838024286559533,0.12740363121674692,-0.04534289971123385,0.08632100555162114,0.283379811068721,-0.1338354636473108
"MONTANO, MON [30]",-0.021674604516006623,0.13484759392297122,0.02425763421529831,-0.05269519000865363,0.3597208770867307,-0.11133875273314137
"FALCONE, BAL (DPP) [31]",0.006689363020043309,0.060952611884044494,-0.015300622277526101,0.00981609276446521,0.20064681663255357,-0.05319422587049081
