candidate,arch_0,arch_1
"VILLANUEVA, JOEL TESDAMAN (LP) [1]",0.07297713309597946,1.0476985876335854
"DRILON, FRANK (LP) [2]",0.25134478520835657,0.974200381464143
"SOTTO, VICENTE (NPC) [3]",-0.08392102413998707,1.041560908296427
"GORDON, DICK (IND) [4]",-0.14494285324632292,1.0348986801729845
"LACSON, PANFILO PING (IND) [5]",-0.14548614779600208,1.0468862093192468
"HONTIVEROS, RISA (AKBYN) [6]",-0.02590513071543441,0.9333678917222226
"PANGILINAN, KIKO (LP) [7]",0.09548073806372376,0.8864320174054116
"ZUBIRI, MIGZ (IND) [8]",0.2660519340453269,0.8193195252944961
"GATCHALIAN, WIN (NPC) [9]",-0.015907365883570557,0.8762194702134708
"PACQUIAO, MANNY (UNA) [10]",0.31258963736030043,0.7821608617579748
"RECTO, RALPH (LP) [11]",0.04704754019616697,0.8070042098883624
"DE LIMA, LEILA (LP) [12]",0.12034774302813744,0.7732282063958968
"TOLENTINO, FRANCIS (IND) [13]",0.06004415824752188,0.7257049601080651
"OSMEÑA, SERGIO III (IND) [14]",-0.07782151071670183,0.7676973587042403
"ROMUALDEZ, MARTIN (LAKAS) [15]",0.3268405186814083,0.5888965908277303
"DOMAGOSO, ISKO MORENO (PMP) [16]",-0.0533625156371156,0.6814828578485992
"GUINGONA, TG (LP) [17]",0.11598990197590373,0.5434304460685658
"COLMENARES, NERI (MKBYN) [18]",0.011592889546558127,0.37172518666416804
"LAPID, MARK (AKSYON) [19]",0.16108920550860956,0.31847878229820553
"PETILLA, CARLOS JERICHO (LP) [20]",0.48214442679577274,0.21119486267793
"MANZANO, EDU (IND) [21]",0.007475115140351243,0.29955639537286466
"ROMULO, ROMAN (IND) [22]",-0.033077873547691164,0.29097133075682896
"OPLE, SUSAN (NP) [23]",-0.04521320938173396,0.17502764493388231
"LACSAMANA, ALMA MORENO (UNA) [24]",0.02380212356184093,0.1302727611613284
"BELGICA, GRECO (IND) [25]",-0.04894503198505971,0.14302097107518086
"ALUNAN, RAFFY (IND) [26]",0.0025085964013208395,0.11472071472304972
"LANGIT, REY (UNA) [27]",-0.03365018900504577,0.11965940388409184
"GADON, LARRY (KBL) [28]",0.019279776738295618,0.10544486864820193
"KAPUNAN, ATTY. LORNA (AKSYON) [29]",-0.013735181103938449,0.10926236558246907
"PAGDILAO, SAMUEL (IND) [30]",0.04361326500708216,0.08965852211733022
"SANTIAGO, DIONISIO (IND) [31]",0.023882678839068118,0.09342007797010775
"NAPEÑAS, GETULIO (UNA) [32]",0.01587632088943679,0.09537966532747136
"CHAVEZ, MEL (WPPPMM) [33]",0.028186217980931856,0.08625038629324382
"MONTANO, ALLAN (UNA) [34]",0.051579216918630696,0.06817187347850541
"AMBOLODTO, INA (LP) [35]",0.17547087631887173,0.009683767405524015
"BELLO, WALDEN (IND) [36]",0.01627103184746434,0.05589940970407836
"PALPARAN, JOVITO JR. (IND) [37]",-0.00035780887399979033,0.04874946988113957
"KIRAM, PRINCESS JACEL (UNA) [38]",0.050531359256094095,0.02896987078764305
"CAM, SANDRA (PMP) [39]",0.009660092630172031,0.04207111083331005
"LIBAN, DANTE (IND) [40]",-0.013089695780030641,0.047617061954233805
"PAEZ, MR. COOP (IND) [41]",0.031475707885211424,0.032135436824694066
"MAGANTO, ROMEO (LAKAS) [42]",0.003405284188372289,0.039141550160713086
"ALBANI, SHARIFF (IND) [43]",0.05743412975145408,0.02312212523668755
"MONTAÑO, MON (IND) [44]",0.023468868846494774,0.031885429286904646
"ARQUIZA, GODOFREDO (IND) [45]",0.016953290168894432,0.031213323719088647
"ALI, ALDIN (WPPPMM) [46]",0.05931860696047751,0.014078897349352828
"BALIGOD, LEVITO (IND) [47]",0.02468231609858864,0.02535266076395635
"VALEROSO, DIOSDADO (IND) [48]",0.012762378000777688,0.024103995612569044
"DORONA, RAY (IND) [49]",0.01998575617702802,0.018883989374174914
"KABALU, EID (IND) [50]",0.02732325121952228,0.008132440712897987
