candidate,arch_0,arch_1
"GO, BONG GO (PDPLBN) [1]",1.1574945683375115,0.06857952497185028
"AQUINO, BAM (KNP) [2]",-0.18703244569174815,0.5771840793310803
"DELA ROSA, BATO (PDPLBN) [3]",1.2566217316221198,-0.13445374559605225
"TULFO, ERWIN (LAKAS) [4]",-0.07304118805736472,0.44389423420371793
"PANGILINAN, KIKO (LP) [5]",-0.1973161080197638,0.4550184086690195
"LACSON, PING (IND) [6]",-0.13703682360794045,0.42357253711533843
"MARCOLETA, RODANTE (IND) [7]",0.8074293505211824,-0.045449181040654096
"SOTTO, TITO (NPC) [8]",-0.1484064994196048,0.4202910712214788
"CAYETANO, PIA (NP) [9]",-0.005110364818692954,0.3456001817048993
"VILLAR, CAMILLE (NP) [10]",0.35646541713368995,0.15244661451486308
"LAPID, LITO (NPC) [11]",0.0034988811502391637,0.3197878806509853
"MARCOS, IMEE R. (NP) [12]",0.16516906714431756,0.23830751114573964
"TULFO, BEN BITAG (IND) [13]",-0.05723180667558096,0.31234941646960157
"BONG REVILLA,RAMON, JR.(LAKAS) [14]",0.017308996229244342,0.28225069871237135
"BINAY, ABBY (NPC) [15]",-0.07791936870509376,0.32207389995396196
"ABALOS, BENHUR (PFP) [16]",-0.12823720187478815,0.3402370853734063
"BONDOC, JIMMY (PDPLBN) [17]",0.9080592908892295,-0.20139279504339602
"PACQUIAO, MANNY PACMAN (PFP) [18]",0.05110311906280086,0.223324508210285
"SALVADOR, PHILLIP IPE (PDPLBN) [19]",0.8507481788424965,-0.17824954633151616
"BOSITA, COLONEL (IND) [20]",-0.08691498481885955,0.2665574635922022
"MENDOZA, HEIDI (IND) [21]",-0.15971829142231625,0.27728463696803357
"REVILLAME, WILLIE WIL (IND) [22]",0.12752669874803974,0.1414412553943043
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.6533342195049664,-0.126689972143975
"LAMBINO, RAUL (PDPLBN) [24]",0.7739321094976739,-0.18745744161038103
"TOLENTINO, FRANCIS TOL (PFP) [25]",-0.0230589664858305,0.19655543188614996
"ONG, DOC WILLIE (AKSYON) [26]",0.010111177137018751,0.1634156949531016
"HINLO, JAYVEE (PDPLBN) [27]",0.7435631965898112,-0.1931786878592538
"HONASAN, GRINGO (RP) [28]",0.1399658424694463,0.08544955661423849
"ESPIRITU, LUKE (PLM) [29]",-0.12320701288253509,0.2068485091001626
"MATA, DOC MARITES (IND) [30]",0.5278542118184903,-0.12679989317663615
"QUIBOLOY, APOLLO (IND) [31]",0.5948803680094806,-0.1601514831609502
"CASIÑO, TEDDY (MKBYN) [32]",-0.09154206560202739,0.1493043752056691
"BROSAS, ARLENE (MKBYN) [33]",-0.08476626019214045,0.13913955319278526
"DE GUZMAN, KA LEODY (PLM) [34]",-0.071171777824635,0.12811653595029276
"RAMOS, DANILO (MKBYN) [35]",-0.06508652774498946,0.12404507853304121
"MAZA, LIZA (MKBYN) [36]",-0.07537365393005889,0.1251705378269419
"QUERUBIN, ARIEL PORFIRIO (NP) [37]",0.1027684475782422,0.04078042359559198
"MATULA, ATTY. SONNY (WPP) [38]",-0.060161850142647605,0.1163269356319568
"ARAMBULO, RONNEL (MKBYN) [39]",-0.06922384006400592,0.12036475210188778
"CASTRO, TEACHER FRANCE (MKBYN) [40]",-0.06268820744822534,0.1140155761306625
"DE ALBAN,ATTORNEY ANGELO (IND) [41]",-0.017599156842871975,0.066390598352017
"BALLON, ROBERTO (IND) [42]",-0.024991153588945415,0.0663314897238521
